rs,name,lon,lat
296,Gotesti,28.17,46.144
120,Sadic,28.515,46.269
120,Crihana Veche,28.192,45.846
144,Giurgiulesti,28.198,45.481
144,Valeni,28.176,45.637
206,Scumpia,27.737,47.469
206,Burlaceni,28.505,45.759
206,Chistelnita,28.651,47.573
120,Saratenii Vechi,28.554,47.527
206,Baurci-Moldoveni,28.238,46.035
144,Radeni,28.213,47.396
144,Balauresti,28.137,46.942
144,Macaresti,27.98,47.046
120,Cenac,28.637,46.477
120,Javgur,28.615,46.539
206,Mingir,28.327,46.669
120,Obileni,28.163,46.878
144,Iargara,28.434,46.427
206,Tomai,28.323,46.573
120,Iabloana,27.618,47.81
172,Avdarma,28.838,46.252
296,Cantemir,28.204,46.276
120,Plopi,28.216,46.198
172,Alexandru Ioan Cuza,28.449,45.595
144,Vasieni,28.59,46.968
120,Domulgeni,28.437,47.791
120,Sarata Noua,28.391,46.491
144,Milesti,28.041,47.221
120,Luparia,27.55,47.878
172,Tirzieni,28.625,47.442
247,Raspopeni,28.623,47.742
296,Bravicea,28.439,47.368
144,Cotiujenii Mari,28.554,47.846
247,Cunicea,28.644,47.908
206,Chiscareni,28.012,47.559
120,Danu,27.497,47.831
144,Onesti,28.543,47.282
144,Cuizauca,28.815,47.614
296,Pirlita,27.88,47.321
144,Cornesti,28.001,47.368
120,Bocani,27.885,47.518
144,Hasnasenii Mari,27.985,47.918
120,Sofia,27.861,47.945
206,Balatina,27.341,47.697
172,Colibasi,28.181,45.718
355,Nisporeni,28.18,47.079
511,Cimislia,28.783,46.517
206,Gura Galbenei,28.699,46.7
144,Lapusna,28.413,46.886
426,Leova,28.256,46.48
144,Cazaclia,28.663,46.008
144,Congaz,28.597,46.091
247,Dezghingea,28.614,46.423
882,Comrat,28.651,46.27
2629,Cahul,28.198,45.906
511,Hincesti,28.59,46.814
172,Slobozia Mare,28.173,45.56
206,Razeni,28.903,46.767
172,Radoaia,28.162,47.725
247,Singerei,28.14,47.639
100000,Chisinau,28.859,47.017
172,Cricova,28.858,47.14
1269,Balti,27.905,47.767
206,Straseni,28.62,47.147
247,Floresti,28.294,47.897
613,Orhei,28.829,47.338
355,Ceadir-Lunga,28.827,46.055
144,Pelinia,27.834,47.874
882,Ungheni,27.796,47.197
296,Glodeni,27.512,47.772
172,Ialoveni,28.781,46.938
355,Vulcanesti,28.406,45.683
206,Carpineni,28.335,46.764
426,Taraclia,28.668,45.902
172,Telenesti,28.364,47.502
296,Calarasi,28.329,47.249
426,Falesti,27.707,47.576
206,Peresecina,28.77,47.251
172,Pervomaisc,29.964,46.737
144,Cainari,29.052,46.679
172,Caplani,29.872,46.387
172,Tudora,30.046,46.437
172,Volintiri,29.609,46.43
247,Tocuz,29.297,46.524
172,Selemet,28.924,46.575
144,Cimiseni,29.13,47.012
206,Ucrainca,29.275,46.431
144,Firladeni,29.365,46.788
120,Cotova,27.948,48.161
120,Nicoreni,27.698,47.967
172,Iarova,28.046,48.318
206,Vadeni,28.224,48.012
144,Mindic,27.791,48.151
206,Visoca,27.924,48.247
206,Briceni,27.703,48.356
120,Cernoleuca,27.56,48.313
206,Susleni,28.987,47.412
120,Mihaileni,27.616,48.04
120,Molovata,29.114,47.35
120,Badiceni,28.053,48.205
144,Cosauti,28.279,48.225
206,Plopi,29.161,47.955
172,Bratuseni,27.4,48.077
120,Pervomaisc,29.206,47.682
426,Jura,29.04,47.516
172,Vadul lui Voda,29.075,47.09
144,Constantinovca,28.857,47.988
120,Brosteni,29.266,47.882
206,Crasnencoe,29.142,47.847
206,Mocra,29.146,47.629
206,Hlinaia,29.415,47.228
120,Vesioloe,29.553,47.203
172,Ocnita,28.636,48.131
144,Rotari,28.811,48.104
206,Comisarovca Noua,29.357,47.339
144,Zaicani,27.367,47.975
172,Bulboaca,27.202,48.371
144,Tabani,27.1,48.31
206,Stefan Voda,29.661,46.513
511,Causeni,29.421,46.634
206,Tvardita,28.967,46.134
172,Puhoi,29.037,46.822
613,Tiraspol,29.633,46.852
247,Malaiesti,29.55,46.981
120,Criuleni,29.158,47.213
247,Anenii Noi,29.23,46.879
511,Ocnita,27.48,48.409
613,Edinet,27.303,48.171
144,Mereni,29.057,46.955
247,Donduseni,27.597,48.245
247,Larga,26.842,48.374
355,Drochia,27.809,48.037
247,Slobozia,29.703,46.725
172,Dnestrovsc,29.911,46.622
1058,Ribnita,29.031,47.759
296,Dubasari,29.142,47.278
735,Soroca,28.29,48.146
426,Lipcani,26.807,48.263
247,Riscani,27.548,47.954
247,Basarabeasca,28.986,46.331
120,Grigoriopol,29.295,47.154
355,Camenca,28.696,48.032
