rs,name,lon,lat
296,Wolsztyn,16.119,52.114
206,Pniewy,16.261,52.508
613,Swiebodzin,15.531,52.247
355,Gora,16.547,51.667
144,Grodzisk Wielkopolski,16.364,52.227
144,Opalenica,16.405,52.31
120,Kozuchow,15.593,51.745
355,Leszno,16.569,51.841
296,Nowy Tomysl,16.129,52.304
355,Szamotuly,16.584,52.613
172,Wschowa,16.319,51.802
511,Glogow,16.075,51.649
247,Nowa Sol,15.711,51.802
172,Przemkow,15.793,51.526
426,Miedzyrzecz,15.587,52.435
247,Skwierzyna,15.495,52.594
1058,Zielona Gora,15.503,51.936
120,Czempin,16.763,52.143
144,Lubon,16.874,52.342
172,Pobiedziska,17.282,52.471
355,Gostyn,17.004,51.879
144,Rogozno,16.986,52.752
247,Koscian,16.645,52.086
172,Kozmin Wielkopolski,17.445,51.829
144,Trzemeszno,17.821,52.56
172,Witkowo,17.776,52.44
144,Mosina,16.851,52.231
144,Oborniki,16.817,52.648
613,Srem,17.015,52.089
3154,Poznan,16.918,52.407
511,Gniezno,17.596,52.536
426,Jarocin,17.506,51.968
355,Rawicz,16.907,51.629
206,Pleszew,17.777,51.894
247,Murowana Goslina,17.012,52.579
247,Krotoszyn,17.439,51.701
296,Milicz,17.285,51.527
247,Ostrow Wielkopolski,17.818,51.653
206,Slupca,17.874,52.29
120,Swarzedz,17.082,52.413
296,Sroda Wielkopolska,17.276,52.217
426,Wrzesnia,17.571,52.33
296,Znin,17.732,52.85
206,Debrzno,17.235,53.541
144,Grodzisk Mazowiecki,20.621,52.104
144,Zyrardow,20.444,52.056
355,Grojec,20.868,51.866
172,Mszczonow,20.526,51.974
144,Blonie,20.617,52.182
172,Pruszkow,20.8,52.16
247,Nasielsk,20.801,52.588
100000,Warszawa,20.998,52.233
613,Plonsk,20.376,52.61
144,Lomianki,20.895,52.337
144,Radzymin,21.178,52.42
206,Glubczyce,17.823,50.199
426,Lubaczow,23.122,50.165
511,Bogatynia,14.961,50.902
172,Lwowek Slaski,15.581,51.109
172,Zlotoryja,15.924,51.126
172,Gryfow Slaski,15.419,51.028
247,Piensk,15.047,51.246
296,Jawor,16.189,51.05
120,Kamienna Gora,16.028,50.779
172,Strzegom,16.344,50.956
144,Wolow,16.633,51.334
172,Lubawka,15.997,50.7
206,Sroda Slaska,16.593,51.164
206,Swidnica,16.485,50.826
172,Chocianow,15.904,51.417
172,Chojnow,15.933,51.272
206,Kudowa - Zdroj,16.241,50.433
882,Zgorzelec,15.015,51.134
882,Walbrzych,16.287,50.742
206,Polkowice,16.076,51.503
172,Sulejowek,21.283,52.246
296,Minsk Mazowiecki,21.557,52.179
296,Pultusk,21.081,52.691
296,Wyszkow,21.447,52.591
247,Warka,21.177,51.782
206,Gora Kalwaria,21.216,51.982
247,Kozienice,21.558,51.58
144,Piaseczno,21.009,52.057
206,Otwock,21.269,52.105
206,Ryki,21.933,51.626
172,Deblin,21.857,51.553
511,Garwolin,21.625,51.901
511,Sokolow Podlaski,22.233,52.407
144,Wegrow,22.028,52.399
247,Siemiatycze,22.866,52.423
882,Siedlce,22.277,52.168
247,Radzyn Podlaski,22.646,51.78
511,Lukow,22.387,51.924
144,Miedzyrzec Podlaski,22.779,51.983
355,Grajewo,22.455,53.647
426,Kolno,21.939,53.402
355,Pisz,21.808,53.629
296,Orzysz,21.941,53.799
206,Wysokie Mazowieckie,22.51,52.915
355,Zambrow,22.241,52.985
735,Elk,22.356,53.824
882,Lomza,22.071,53.177
296,Bialogard,15.991,54.007
426,Darlowo,16.41,54.412
355,Kolobrzeg,15.576,54.173
511,Tczew,18.779,54.095
296,Kartuzy,18.197,54.329
172,Wejherowo,18.25,54.604
3784,Gdansk,18.648,54.347
172,Wladyslawowo,18.397,54.795
206,Malbork,19.033,54.036
206,Skarszewy,18.44,54.072
172,Slawno,16.674,54.357
296,Bartoszyce,20.815,54.253
882,Braniewo,19.823,54.368
206,Paslek,19.656,54.062
296,Ketrzyn,21.375,54.078
426,Gizycko,21.772,54.041
296,Wegorzewo,21.746,54.208
296,Lidzbark Warminski,20.58,54.124
296,Olecko,22.506,54.034
247,Orneta,20.134,54.116
511,Elblag,19.404,54.156
511,Goldap,22.307,54.303
296,Sejny,23.345,54.106
1826,Suwalki,22.927,54.106
120,Andrychow,19.345,49.851
120,Brzeszcze,19.143,49.979
296,Proszowice,20.295,50.192
144,Wieliczka,20.049,49.979
426,Nowy Targ,20.035,49.478
144,Niepolomice,20.216,50.031
144,Jastrowie,16.812,53.422
144,Naklo nad Notecia,17.597,53.14
296,Chodziez,16.91,52.993
511,Chojnice,17.565,53.694
120,Czluchow,17.359,53.667
1269,Pila,16.765,53.152
426,Zlotow,17.048,53.361
882,Szczecinek,16.692,53.71
206,Tuchola,17.866,53.584
613,Wagrowiec,17.204,52.803
206,Sepolno Krajenskie,17.534,53.443
296,Szubin,17.733,53.007
120,Chelmno,18.431,53.351
247,Czersk,17.973,53.774
172,Sztum,19.029,53.923
172,Gniew,18.829,53.837
206,Gniewkowo,18.407,52.892
172,Nowe,18.726,53.646
247,Wabrzezno,18.937,53.279
206,Barcin,17.939,52.856
355,Chelmza,18.609,53.185
511,Kwidzyn,18.931,53.703
144,Solec Kujawski,18.218,53.072
