rmax,name,lon,lat
144,Laeva,26.381,58.486
172,Rakke,26.251,58.986
120,Ulvi,26.636,59.327
144,Uhtna,26.563,59.395
144,Vajangu,26.01,59.109
296,Roela,26.592,59.167
172,Tudu,26.854,59.179
144,Viru-Jaagupi,26.473,59.246
172,Vosu,25.966,59.578
120,Triigi,26.33,59.115
144,Ahja,27.074,58.208
206,Kanepi,26.757,57.986
144,Alavere,25.328,59.246
172,Neeme,25.158,59.53
144,Kiili,24.84,59.306
355,Kose,25.168,59.184
144,Oru,24.989,59.189
120,Kolga,25.615,59.491
355,Kuusalu,25.444,59.446
172,Ardu,25.363,59.102
120,Habaja,25.167,59.107
426,Turba,24.236,59.08
120,Aasmae,24.506,59.247
206,Rummu,24.199,59.231
120,Puunsi,24.796,59.544
247,Emmaste,22.597,58.705
120,Korgessaare,22.467,58.981
355,Kaina,22.776,58.828
120,Suuremoisa,22.952,58.873
247,Aseri,26.865,59.451
247,Avinurme,26.863,58.985
735,Iisaku,27.31,59.101
120,Kuremae,27.535,59.2
247,Maetaguse,27.294,59.225
206,Sonda,26.832,59.35
172,Tudulinna,27.082,59.036
120,Pala,27.018,58.673
144,Palamuse,26.585,58.685
172,Puurmani,26.299,58.574
120,Kaapa,26.848,58.698
120,Maarja-Magdaleena,26.738,58.61
172,Tabivere,26.599,58.548
144,Torma,26.741,58.821
120,Ambla,25.839,59.192
172,Aravete,25.752,59.143
426,Jarva-Jaani,25.881,59.039
144,Kabala,25.63,58.693
120,Koeru,26.024,58.963
144,Koigi,25.749,58.838
120,Komsi,23.633,58.626
120,Vatla,23.725,58.561
206,Virtsu,23.524,58.578
144,Joodre,23.623,58.866
206,Risti,24.057,58.998
247,Hullo,23.243,58.993
144,Simuna,26.393,59.044
735,Orissaare,23.082,58.559
247,Salme,22.25,58.163
355,Valjala,22.795,58.41
120,Alatskivi,27.134,58.6
206,Kambja,26.7,58.234
172,Kabli,24.442,58.004
206,Otepaa,26.497,58.06
120,Sihva,26.428,58.011
247,Keeni,26.273,57.955
144,Tsirguliina,26.195,57.864
172,Treimani,24.388,57.921
172,Kergu,24.756,58.669
613,Lemsi,24.007,58.13
206,Koonga,24.153,58.582
206,Uulu,24.576,58.28
144,Voiste,24.48,58.216
120,Tali,24.786,58.062
172,Tori,24.814,58.486
296,Tostamaa,23.994,58.335
172,Juuru,24.96,59.059
120,Kuimetsa,25.122,59.042
206,Karu,25.141,58.833
172,Varbola,24.456,59.044
120,Vasula,26.729,58.471
296,Koosa,27.079,58.526
144,Vara,26.888,58.511
206,Vonnu,27.051,58.283
144,Ala,25.694,58.012
206,Orava,27.458,57.887
144,Saverna,26.732,58.067
120,Vastse-Kuuste,26.937,58.17
144,Leevi,27.213,57.947
172,Veriora,27.346,58.004
247,Varska,27.633,57.958
172,Are,24.559,58.524
120,Audru,24.357,58.41
120,Joopre,24.325,58.473
144,Lindi,24.256,58.329
206,Parnu-Jaagupi,24.503,58.611
247,Rouge,26.917,57.73
247,Varstu,26.66,57.643
247,Haademeeste,24.5,58.081
426,Misso,27.228,57.601
120,Kabala,24.655,58.924
120,Kivi-Vigala,24.366,58.713
296,Vana-Vigala,24.247,58.78
120,Laimjala,23.003,58.427
296,Leisi,22.683,58.571
144,Lumanda,22.025,58.288
120,Liiva,23.234,58.606
296,Mustjala,22.239,58.46
296,Mehikoorma,27.469,58.236
206,Puhja,26.307,58.336
206,Rongu,26.248,58.143
247,Vastseliina,27.283,57.732
511,Loksa,25.72,59.582
206,Aegviidu,25.61,59.287
206,Kehra,25.334,59.332
511,Kardla,22.746,58.997
355,Mustvee,26.941,58.848
355,Kunda,26.516,59.502
172,Tamsalu,26.108,59.163
296,Rapina,27.465,58.098
355,Kilingi-Nomme,24.955,58.149
120,Tootsi,24.787,58.583
426,Vandra,25.041,58.652
206,Jarvakandi,24.81,58.774
172,Kohila,24.75,59.171
296,Marjamaa,24.422,58.901
296,Kallaste,27.162,58.662
426,Torva,25.923,58.003
206,Suure-Jaani,25.47,58.538
296,Vohma,25.558,58.632
172,Karksi-Nuia,25.55,58.104
296,Antsla,26.528,57.829
296,Lihula,23.833,58.687
206,Karla,22.255,58.331
144,Aste,22.448,58.345
172,Kolga-Jaani,25.944,58.534
206,Kopu,25.307,58.327
144,Karstna,25.804,58.143
206,Mustla,25.863,58.235
144,Tsooru,26.655,57.743
1522,Ruhnu,23.243,57.804
172,Suurupi,24.39,59.462
100000,Tallinn,24.696,59.42
355,Kohtla-Jarve,27.254,59.393
2191,Parnu,24.523,58.381
613,Viljandi,25.598,58.368
511,Rakvere,26.365,59.347
172,Maardu,24.953,59.474
735,Kuressaare,22.492,58.255
735,Voru,27.008,57.839
1269,Valga,26.039,57.777
882,Haapsalu,23.543,58.94
882,Paide,25.55,58.885
296,Keila,24.416,59.311
296,Tapa,25.963,59.261
355,Elva,26.417,58.227
296,Poltsamaa,25.979,58.655
206,Paldiski,24.055,59.353
172,Saku,24.662,59.3
1522,Tartu,26.72,58.374
2191,Narva,28.181,59.379
206,Sillamäe,27.766,59.397
426,Põlva,27.069,58.057
206,Türi,25.422,58.805
426,Jõgeva,26.392,58.749
426,Rapla,24.802,58.998
