rmax,name,lon,lat
28,Hobscheid,5.911,49.686
79,Grevenmacher,6.441,49.677
66,Eischen,5.875,49.683
46,Steinsel,6.123,49.676
24,Nospelt,6.007,49.673
66,Roodt-sur-Syre,6.3,49.665
46,Kehlen,6.034,49.668
24,Koerich,5.949,49.668
46,Machtum,6.434,49.658
46,Walferdange,6.132,49.658
28,Mensdorf,6.302,49.654
112,Steinfort,5.915,49.659
112,Bridel,6.082,49.656
24,Olm,5.999,49.656
24,Oberdonven,6.399,49.65
33,Niederanven,6.255,49.651
28,Hagen,5.93,49.648
46,Capellen,5.984,49.645
39,Beggen,6.128,49.643
55,Niederdonven,6.402,49.633
24,Beyren,6.335,49.63
28,Uebersyren,6.276,49.631
39,Mamer,6.024,49.629
46,Kahler,5.915,49.63
28,Gostingen,6.353,49.621
33,Schuttrange,6.271,49.62
28,Neudorf,6.162,49.621
66,Sandweiler,6.218,49.616
160,Wormeldange,6.405,49.611
33,Canach,6.325,49.609
33,Holzem,5.989,49.614
55,Garnich,5.95,49.614
24,Ehnen,6.386,49.601
33,Merl,6.093,49.602
33,Oetrange,6.259,49.598
33,Dahlem,5.946,49.601
94,Clemency,5.874,49.596
55,Greiveldange,6.358,49.586
24,Moutfort,6.254,49.587
33,Cessange,6.105,49.588
33,Itzig,6.172,49.586
46,Contern,6.225,49.584
55,Schouweiler,5.955,49.581
24,Medingen,6.246,49.574
46,Trintange,6.278,49.573
94,Hesperange,6.155,49.572
24,Hautcharage,5.909,49.575
24,Roedgen,6.033,49.573
55,Stadtbredimus,6.364,49.563
55,Leudelange,6.063,49.567
39,Syren,6.219,49.564
28,Bascharage,5.908,49.566
24,Reckange-sur-Mess,6.006,49.562
24,Waldbredimus,6.286,49.556
46,Bous,6.328,49.554
24,Kockelscheuer,6.102,49.558
33,Limpach,5.975,49.557
24,Erpeldange,6.326,49.545
39,Ehlange,6.015,49.547
24,Roeser,6.147,49.544
28,Weiler-la-Tour,6.199,49.543
39,Sanem,5.927,49.547
55,Dalheim,6.257,49.542
28,Rodange,5.84,49.546
24,Kleinmacher,6.354,49.533
55,Beiler,6.088,50.164
94,Huldange,6.013,50.163
24,Basbellain,5.984,50.145
33,Wilwerdange,6.021,50.14
39,Weiswampach,6.074,50.136
33,Lieler,6.109,50.124
1183,Troisvierges,6.002,50.122
39,Hoffelt,5.922,50.099
66,Asselborn,5.971,50.096
79,Heinerscheid,6.088,50.095
33,Boxhorn,5.992,50.083
28,Stockem,5.957,50.078
46,Fischbach,6.069,50.074
46,Troine,5.881,50.063
39,Doennange,5.955,50.062
160,Clervaux,6.031,50.055
24,Marnach,6.061,50.053
79,Boevange,5.932,50.046
46,Rodershausen,6.128,50.036
39,Weicherdange,5.988,50.037
46,Allerborn,5.87,50.035
28,Munshausen,6.037,50.033
28,Brachtenbach,5.909,50.02
94,Hosingen,6.088,50.017
24,Drauffelt,6.004,50.017
28,Oberwampach,5.857,50.016
24,Bockholtz,6.051,50.012
112,Harlange,5.787,49.93
24,Walsdorf,6.172,49.924
33,Landscheid,6.128,49.923
28,Bockholtz,5.994,49.922
46,Bavigne,5.845,49.922
28,Kaundorf,5.898,49.92
28,Bettel,6.225,49.915
55,Fouhren,6.193,49.912
33,Brandenbourg,6.135,49.911
66,Esch-sur-Sure,5.936,49.911
66,Bourscheid,6.062,49.909
28,Tadler,5.991,49.91
28,Liefrange,5.873,49.908
28,Longsdorf,6.206,49.897
28,Michelau,6.09,49.898
28,Kehmen,6.034,49.899
39,Surre,5.777,49.901
28,Baschleiden,5.816,49.897
39,Bastendorf,6.163,49.89
24,Welscheid,6.064,49.886
24,Hoesdorf,6.256,49.882
33,Heiderscheid,5.975,49.886
134,Eschdorf,5.932,49.884
94,Burden,6.096,49.881
94,Boulaide,5.814,49.885
46,Bettendorf,6.215,49.875
33,Neunhausen,5.882,49.875
33,Reisdorf,6.268,49.867
39,Merscheid,5.968,49.869
46,Diekirch,6.154,49.866
46,Dillingen,6.317,49.852
28,Dellen,5.959,49.857
28,Arsdorf,5.839,49.859
39,Niederfeulen,6.044,49.853
55,Brattert,5.901,49.853
33,Eppeldorf,6.246,49.844
94,Bigonville,5.792,49.849
28,Folkendange,6.201,49.841
28,Grundhof,6.33,49.834
28,Weilerbach,6.381,49.832
55,Beaufort,6.289,49.833
39,Wahl,5.904,49.834
94,Mertzig,6.003,49.831
46,Ermsdorf,6.221,49.828
46,Stegen,6.168,49.828
46,Schieren,6.096,49.829
55,Rambrouch,5.847,49.83
33,Steinheim,6.478,49.819
46,Berdorf,6.349,49.82
28,Grosbous,5.964,49.826
24,Buschrodt,5.933,49.825
33,Haller,6.281,49.819
46,Wolwelange,5.762,49.826
112,Echternach,6.419,49.812
33,Michelbouch,6.018,49.817
55,Rosport,6.503,49.805
55,Medernach,6.215,49.808
55,Colmar,6.094,49.808
112,Hostert,5.864,49.808
112,Perle,5.763,49.809
55,Vichten,5.995,49.802
24,Holtz,5.788,49.805
33,Cruchten,6.131,49.799
39,Waldbillig,6.283,49.795
33,Nommern,6.173,49.793
33,Bettborn,5.937,49.795
46,Osweiler,6.441,49.786
24,Schandel,5.973,49.791
46,Roodt,5.819,49.793
24,Dickweiler,6.471,49.783
94,Bissen,6.065,49.787
112,Larochette,6.219,49.783
39,Nagem,5.856,49.787
79,Consdorf,6.336,49.779
46,Ospern,5.901,49.782
24,Boevange-sur-Attert,6.012,49.774
28,Colbette,6.3,49.767
39,Heffingen,6.239,49.768
39,Born,6.513,49.761
33,Moesdorf,6.114,49.767
55,Useldange,5.98,49.767
46,Angelsberg,6.16,49.763
192,Redange,5.886,49.763
46,Ell,5.855,49.761
28,Mompach,6.463,49.751
46,Bech,6.362,49.751
39,Reuland,6.26,49.751
28,Altrier,6.327,49.749
79,Moersdorf,6.499,49.746
28,Herborn,6.427,49.747
24,Niederpallen,5.909,49.754
39,Buschdorf,6.006,49.75
24,Rippweiler,5.955,49.75
33,Fischbach,6.186,49.745
24,Rippig,6.317,49.739
28,Rollingen,6.112,49.74
28,Noerdange,5.923,49.741
79,Berbourg,6.392,49.732
66,Godbrange,6.232,49.734
46,Brouch,6.02,49.735
39,Beidweiler,6.3,49.727
79,Beckerich,5.881,49.73
33,Boudler,6.354,49.722
33,Lellig,6.435,49.72
24,Oberpallen,5.84,49.729
24,Saeul,5.983,49.726
79,Lintgen,6.128,49.722
28,Altlinster,6.215,49.72
24,Elvange,5.914,49.723
28,Eschweiler,6.309,49.716
79,Tuntange,6.007,49.716
46,Manternach,6.422,49.707
134,Junglinster,6.25,49.71
28,Hollenfels,6.048,49.712
66,Biwer,6.371,49.705
28,Mertert,6.481,49.701
24,Munschecker,6.441,49.699
55,Lorentzweiler,6.141,49.699
28,Wecker,6.387,49.695
39,Septfontaines,5.963,49.699
39,Gonderange,6.248,49.693
24,Eisenborn,6.183,49.691
46,Keispelt,6.067,49.693
46,Betzdorf,6.348,49.687
24,Rodenbourg,6.288,49.686
24,Roodt,5.999,49.69
28,Bofferdange,6.139,49.688
55,Crauthem,6.143,49.535
24,Pontpierre,6.027,49.535
33,Abweiler,6.079,49.532
46,Mondercange,5.986,49.532
28,Aspelt,6.223,49.524
33,Bergem,6.041,49.524
28,Ellange,6.297,49.519
66,Frisange,6.188,49.515
24,Schwebsange,6.356,49.511
79,Mondorf-les-Bains,6.282,49.507
28,Hellange,6.149,49.507
33,Belvaux,5.921,49.509
28,Noertzange,6.056,49.506
28,Wintrange,6.352,49.501
55,Remerschen,6.349,49.488
46,Emerange,6.29,49.487
46,Schengen,6.364,49.47
33,Tetange,6.039,49.473
112,Rumelange,6.029,49.46
28,Knaphoscheid,5.963,50.013
39,Untereisenbach,6.143,50
79,Eschweiler,5.946,50
33,Wilwerwiltz,5.997,49.989
79,Wahlhausen,6.124,49.984
24,Holzthum,6.068,49.983
