rs,name,lon,lat
79,Kobilje,16.394,46.685
24,Cersak,15.668,46.698
39,Vucja Gomila,16.277,46.703
79,Puconci,16.159,46.705
24,Predanovci,16.125,46.694
24,Skakovci,16.049,46.707
33,Motvarjevci,16.35,46.705
33,Sebeborci,16.2,46.708
112,Cankova,16.02,46.718
28,Andrejci,16.227,46.722
39,Zenkovci,16.082,46.727
46,Vaneca,16.169,46.727
79,Fokovci,16.268,46.734
28,Ivanovci,16.229,46.737
24,Domajinci,16.044,46.741
66,Osojnik,15.213,45.68
55,Crmosnjice,15.102,45.673
46,Bereca vas,15.276,45.681
79,Radovica,15.35,45.69
33,Dolnje Lozine,14.808,45.689
66,Ursna sela,15.126,45.718
192,Ribnica,14.727,45.739
33,Dolenje Jezero,14.358,45.777
39,Soteska,15.028,45.778
24,Loz,14.469,45.725
28,Trnje,14.225,45.686
24,Zerovnica,14.426,45.759
94,Dutovlje,13.833,45.756
55,Hrusevje,14.111,45.762
39,Razdrto,14.062,45.757
46,Kazlje,13.908,45.761
66,Sodrazica,14.633,45.764
55,Veliki Dol,13.752,45.77
33,Skopo,13.824,45.773
33,Lozice,13.999,45.781
24,Zimarice,14.599,45.777
28,Brje pri Komnu,13.718,45.785
39,Zagon,14.176,45.794
33,Velike Poljane,14.686,45.798
55,Mala Slevica,14.628,45.809
33,Brestovica pri Komnu,13.626,45.814
39,Visnje,14.835,45.809
33,Goce,13.925,45.821
94,Ambrus,14.816,45.827
39,Podgora,14.702,45.827
33,Vojscica,13.672,45.829
66,Stanjel,13.844,45.823
39,Unec,14.291,45.82
24,Sadinja vas pri Dvoru,14.962,45.82
28,Brezovi Dol,14.847,45.822
28,Tomacevica,13.773,45.817
160,Zuzemberk,14.929,45.831
33,Gaberje,13.884,45.838
24,Rosnja,15.744,46.479
28,Sutna,15.501,45.855
33,Mihovica,15.332,45.857
24,Podbocje,15.467,45.863
28,Dobrava pri Skocjanu,15.32,45.875
28,Skalske Cirkovce,15.136,46.396
55,Paka pri Velenju,15.141,46.376
55,Boharina,15.372,46.401
28,Kozjak,15.199,46.404
24,Strazgonjca,15.691,46.406
24,Cirkovce,15.728,46.395
66,Zgornja Polskava,15.611,46.426
33,Gornji Dolic,15.188,46.427
79,Plesivec,15.105,46.41
24,Spodnja Gorica,15.692,46.417
28,Ravne,15.062,46.397
28,Paka,15.299,46.394
24,Skomarje,15.342,46.413
28,Graska Gora,15.122,46.423
33,Resnik,15.353,46.43
94,Zvirce,14.824,45.783
24,Veliki Lipovec,15.025,45.806
24,Podgora,15.095,45.805
33,Precna,15.125,45.813
28,Gorenje Kamence,15.14,45.836
33,Zdinja vas,15.171,45.847
39,Golek,15.452,45.96
24,Kisovec,14.964,46.139
55,Imeno,15.599,46.131
24,Cerovec,15.36,46.251
55,Lopata,15.232,46.262
28,Ljubecna,15.322,46.259
28,Kamence,15.038,46.268
24,Zgornje Negonje,15.624,46.27
24,Dolga Gora,15.511,46.278
28,Smarje,13.852,45.848
28,Slap,13.936,45.84
46,Klecet,14.876,45.85
39,Videm,14.695,45.849
112,Gabrovka,14.988,46.001
28,Rovte,14.178,45.986
39,Planica,15.582,46.469
94,Opatje selo,13.583,45.851
33,Dobje pri Planini,15.394,46.137
24,Semnik,14.934,46.143
33,Belovo,15.162,46.145
39,Tevce,15.288,46.144
33,Trobni Dol,15.345,46.138
39,Krtina,14.65,46.151
33,Kostrivnica,15.375,46.154
28,Ojstro,15.278,46.165
55,Izlake,14.929,46.156
55,Hudinja,15.309,46.414
33,Smiklavz,15.12,46.451
39,Mestni Vrh,15.857,46.445
39,Kicar,15.917,46.449
24,Fram,15.63,46.456
33,Radizel,15.653,46.471
28,Mislinjska Dobrava,15.125,46.469
112,Mislinja,15.199,46.443
24,Tratna pri Grobelnem,15.441,46.202
28,Kokrica,14.356,46.267
55,Naklo,14.317,46.273
28,Smartno pri Slovenj Gradcu,15.107,46.494
134,Spodnje Hoce,15.649,46.5
33,Razvanje,15.635,46.515
28,Nadole,15.769,46.294
33,Kupcinji Vrh,15.738,46.274
33,Stoperce,15.718,46.291
79,Polzela,15.077,46.28
28,Zbelovo,15.526,46.299
46,Stari Grad,15.665,46.296
66,Kocice,15.795,46.307
39,Stare Slemene,15.374,46.309
66,Poljcane,15.578,46.313
24,Breg,15.737,46.339
112,Slovenske Konjice,15.425,46.339
24,Dolena,15.81,46.342
24,Slape,15.767,46.342
66,Majsperk,15.734,46.35
46,Smlednik,14.431,46.163
24,Olimje,15.563,46.15
66,Olesce,15.308,46.162
134,Podcetrtek,15.597,46.157
112,Lasko,15.236,46.154
24,Srpenica,13.498,46.292
134,Breginj,13.426,46.262
24,Drezniske Ravne,13.607,46.269
24,Podnart,14.259,46.293
94,Kropa,14.205,46.298
134,Preddvor,14.422,46.303
55,Nova Stifta,14.745,46.27
39,Male Braslovce,15.043,46.299
28,Nomenj,14.006,46.292
94,Gornji Grad,14.806,46.296
28,Bocna,14.853,46.289
46,Tenetise,14.347,46.295
33,Kamna Gorica,14.194,46.315
24,Ljubno,14.247,46.314
33,Dobrovlje,14.996,46.301
28,Varpolje,14.91,46.313
55,Trnovska vas,15.887,46.52
79,Veliko Mrasevo,15.479,45.876
33,Dobruska vas,15.305,45.889
46,Sela pri Sumberku,14.889,45.896
39,Gorica,15.479,45.9
33,Vrh nad Zelimljami,14.592,45.905
79,Drnovo,15.484,45.918
66,Gradisce nad Pijavo Gorico,14.589,45.921
66,Sklendrovec,15.017,46.093
39,Veliki Dol,15.545,46.021
46,Pece,14.81,46.147
28,Ciginj,13.71,46.163
39,Sv. Ema,15.604,46.177
24,Rifengozd,15.258,46.188
33,Zibika,15.557,46.192
24,Skofija,15.546,46.203
46,Slatina,15.974,46.323
24,Gradisca,15.972,46.358
33,Sestrze,15.69,46.357
28,Zgornja Pristava,15.832,46.352
33,Bezina,15.434,46.355
28,Malahorna,15.436,46.375
28,Cresnjevec,15.613,46.373
55,Zrece,15.391,46.37
46,Sostanj,15.048,46.38
24,Strmec nad Dobrno,15.204,46.372
24,Lesane,15.899,46.665
46,Ciringa,15.596,46.687
112,Sentilj v Slov. goricah,15.653,46.679
24,Selnica ob Muri,15.695,46.689
24,Svecane,15.749,46.693
24,Trate,15.787,46.703
24,Podgorje,15.818,46.706
46,Podbrezje,14.276,46.304
79,Koprivnik v Bohinju,13.982,46.307
46,Nazarje,14.949,46.318
28,Zakl,15.873,46.322
28,Letus,15.02,46.317
55,Smartno ob Paki,15.033,46.329
55,Podvolovljek,14.7,46.315
39,Cezsoca,13.547,46.319
79,Golnik,14.33,46.324
79,Zaga,13.482,46.304
28,Radmirje,14.85,46.329
24,Mosnje,14.21,46.335
24,Lancovo,14.166,46.329
55,Mozirje,14.96,46.339
28,Veliki Vrh,15.048,46.352
46,Ljubno ob Savinji,14.834,46.344
55,Bohinjska Bela,14.061,46.337
39,Dolenji Lazi,14.715,45.759
24,Repisce,15.95,46.336
46,Cirkulane,15.995,46.344
39,Turski Vrh,16.052,46.362
79,Trzic,14.31,46.364
24,Hrastovec,16.053,46.374
94,Gorisnica,16.013,46.408
24,Cvetkovci,16.066,46.414
33,Zamusani,16.036,46.422
33,Godeninci,16.268,46.421
28,Sodinci,16.078,46.427
24,Vodranci,16.248,46.434
28,Bresnica,16.038,46.443
66,Vicanci,16.077,46.441
46,Spodnji Razbor,15.057,46.446
28,Runec,16.127,46.463
79,Apace,15.909,46.698
33,Zepovci,15.865,46.695
55,Zabice,14.344,45.515
33,Kutezevo,14.33,45.531
94,Race,15.681,46.452
24,Placar,15.89,46.458
28,Zlatolicje,15.789,46.451
28,Dravski Dvor,15.716,46.466
134,Destrnik,15.876,46.493
33,Rogoznica,15.82,46.502
24,Pivola,15.624,46.504
55,Moravci v Slov. goricah,16.026,46.521
24,Pince-Marof,16.51,46.515
24,Radoslavci,16.101,46.525
79,Petisovci,16.46,46.527
28,Zgornji Duplek,15.725,46.517
24,Pince,16.522,46.526
28,Buckovci,16.055,46.532
39,Zimica,15.755,46.535
24,Kostanjevica na Krasu,13.642,45.844
24,Velike Zablje,13.851,45.867
39,Ustje,13.895,45.87
28,Visnje,14.023,45.872
33,Planina,14.251,45.83
33,Ponikve,14.652,45.861
33,Ivanje selo,14.299,45.835
24,Hocevje,14.752,45.871
28,Cesta,14.692,45.862
46,Krka,14.778,45.881
94,Grcarevec,14.213,45.873
