rmax,name,lon,lat
66,Aalbeke,3.23,50.779
230,Aarschot,4.836,50.985
79,Aarsele,3.423,50.997
39,Aartrijke,3.09,51.119
112,Aartselaar,4.388,51.135
79,Achel,5.479,51.255
55,Achene,5.045,50.266
24,Achet,5.175,50.333
24,Acosse,5.049,50.594
66,Adegem,3.486,51.203
39,Adinkerke,2.603,51.075
28,Agimont,4.793,50.164
33,Aineffe,5.257,50.622
28,Aische-en-Refail,4.836,50.6
46,Aiseau,4.587,50.41
46,Alken,5.306,50.875
66,Alle,4.971,49.842
79,Alleur,5.507,50.667
94,Alveringem,2.707,51.012
94,Amay,5.325,50.551
24,Ambly,5.313,50.142
79,Amonines,5.556,50.266
33,Ampsin,5.287,50.54
571,Anderlecht,4.329,50.839
112,Anderlues,4.271,50.407
24,Andrimont,5.883,50.614
24,Angreau,3.691,50.351
112,Anhee,4.877,50.31
79,Anlier,5.62,49.771
33,Anloy,5.221,49.95
33,Ans,5.54,50.653
39,Anseremme,4.908,50.238
112,Anthee,4.761,50.24
33,Antheit,5.236,50.551
46,Antoing,3.449,50.566
66,Antwerpen,4.399,51.221
39,Anvaing,3.561,50.683
46,Appels,4.067,51.03
24,Appelterre-Eichem,3.966,50.819
33,Arbrefontaine,5.835,50.301
39,Ardooie,3.198,50.978
94,Arendonk,5.087,51.321
1702,Arlon,5.817,49.684
55,Arquennes,4.273,50.568
39,Arville,5.317,50.032
79,As,5.589,51.007
24,Aspelare,3.957,50.842
39,Asper,3.653,50.913
134,Asse,4.201,50.91
24,Assebroek,3.252,51.195
66,Assenede,3.753,51.227
39,Assenois,5.465,49.801
24,Assent,5.014,50.952
24,Assesse,5.023,50.371
230,Ath,3.774,50.629
28,Athis,3.776,50.365
276,Athus,5.83,49.561
28,Attenhoven,5.09,50.768
66,Attenrode,4.923,50.877
39,Attert,5.784,49.752
94,Aubel,5.858,50.705
24,Aublain,4.409,50.067
39,Auby-sur-Semois,5.182,49.816
33,Aulnois,3.903,50.34
79,Autelbas,5.871,49.65
28,Autreppe,3.735,50.349
112,Auvelais,4.632,50.447
33,Avekapelle,2.733,51.066
24,Averbode,4.98,51.033
94,Avin,5.067,50.621
79,Awenne,5.306,50.074
39,Aye,5.299,50.224
28,Ayeneux,5.714,50.609
24,Baaigem,3.718,50.933
33,Baal,4.753,50.996
33,Baardegem,4.142,50.955
55,Baasrode,4.165,51.039
39,Bachte-Maria-Leerne,3.58,51.009
46,Baileux,4.375,50.03
28,Bailievre,4.238,50.069
39,Bailleul,3.317,50.669
39,Baillonville,5.34,50.29
46,Balegem,3.79,50.925
55,Balen,5.175,51.172
28,Bande,5.415,50.167
160,Barvaux,5.495,50.351
46,Barvaux-Condroz,5.261,50.329
39,Bas-Oha,5.187,50.522
66,Basse-Bodeux,5.825,50.359
46,Bassevelde,3.676,51.23
66,Bassilly,3.937,50.673
331,Bastogne,5.718,50.002
