rmax,name,lon,lat
595,Polis,32.426,35.033
345,Palaiosofos,33.208,35.326
288,Potami,33.029,35.105
240,Morfou,33.019,35.215
496,Kato Pyrgos,32.686,35.182
288,Orga,33.031,35.36
496,Akanthou,33.753,35.374
240,Patriki,33.997,35.364
1232,Platanissos,34.106,35.479
496,Rizokarpaso,34.379,35.598
288,Louvaras,33.04,34.837
288,Akrotiri,32.957,34.601
288,Pachna,32.795,34.778
288,Foini,32.836,34.892
595,Paralimni,34,35.032
856,Pafos,32.406,34.78
100000,Lefkosia,33.346,35.149
1232,Lemesos,33.032,34.692
345,Larnaka,33.614,34.927
