rmax,name,lon,lat
240,Jilove u Prahy,14.493,49.895
240,Libochovice,14.044,50.406
414,Vyssi Brod,14.312,48.616
288,Pacov,15.002,49.471
240,Sidonie,18.076,49.044
240,Tachov,14.638,50.543
345,Pisecne,15.462,48.965
288,Moldava,13.657,50.721
345,Sudice,18.068,50.032
345,Svata,13.962,49.939
414,Valec,16.036,49.144
240,Zbizuby,15.022,49.823
288,Teskov,13.698,49.802
240,Prachovice,15.629,49.894
288,Zihle,13.375,50.045
240,Prunerov,13.259,50.43
288,Votice,14.639,49.64
288,Vodna,15.069,49.276
414,Ceske Velenice,14.964,48.769
714,Znojmo,16.049,48.856
240,Ceska Lipa,14.538,50.686
856,Jihlava,15.591,49.396
345,Susice,13.52,49.232
496,Cheb,12.374,50.08
714,Ceske Budejovice,14.474,48.975
2127,Brno,16.61,49.193
496,Koprivnice,18.145,49.6
714,Olomouc,17.251,49.594
856,Karlovy Vary,12.886,50.221
414,Hlinsko,15.908,49.762
288,Sternberk,17.299,49.73
496,Svitavy,16.468,49.757
345,Vysoke Myto,16.161,49.954
496,Pisek,14.147,49.31
288,Horice,15.632,50.366
345,Marianske Lazne,12.701,49.965
856,Plzen,13.377,49.748
345,Vodnany,14.175,49.149
714,Zlin,17.666,49.227
240,Kraslice,12.518,50.324
595,Tachov,12.634,49.795
288,As,12.195,50.224
288,Prostejov,17.112,49.472
345,Turnov,15.157,50.587
345,Frydlant,15.08,50.921
856,Tabor,14.658,49.414
414,Most,13.636,50.503
240,Domazlice,12.929,49.441
345,Krnov,17.704,50.089
595,Benesov,14.687,49.782
1478,Ostrava,18.281,49.835
414,Zdar nad Sazavou,15.939,49.563
496,Sumperk,16.971,49.965
288,Prachatice,13.997,49.014
496,Pribram,14.01,49.691
1232,Usti nad Labem,14.04,50.661
414,Rumburk,14.556,50.952
288,Kyjov,17.123,49.01
414,Rakovnik,13.733,50.105
345,Vsetin,17.996,49.339
714,Klatovy,13.294,49.396
595,Hodonin,17.132,48.849
240,Blatna,13.882,49.425
595,Kolin,15.2,50.029
100000,Praha,14.417,50.085
856,Hradec Kralove,15.833,50.209
714,Trutnov,15.912,50.562
595,Jesenik,17.205,50.229
345,Jablunkov,18.765,49.577
345,Odry,17.831,49.663
345,Blansko,16.643,49.363
345,Melnik,14.474,50.351
414,Mlada Boleslav,14.903,50.412
414,Jindrichuv Hradec,15.002,49.145
496,Liberec,15.063,50.761
345,Uherské Hradiště,17.46,49.068
240,Hustopeče,16.722,48.944
