rmax,name,lon,lat
595,Levice,18.596,48.215
345,Prievidza,18.624,48.772
288,Vrbovka,19.409,48.09
414,Zvolen,19.139,48.575
595,Roznava,20.527,48.658
595,Cadca,18.791,49.439
240,Dolny Kubin,19.296,49.213
240,Detva,19.412,48.542
240,Sudovce,18.836,48.209
856,Lucenec,19.67,48.329
496,Skalica,17.225,48.845
496,Trnava,17.582,48.374
288,Gemersky Jablonec,19.979,48.195
595,Nove Zamky,18.162,47.987
288,Medzev,20.894,48.698
2552,Zilina,18.74,49.216
595,Narad,17.613,47.835
240,Sabinov,21.099,49.103
288,Liptovsky Mikulas,19.612,49.084
496,Medzilaborce,21.905,49.272
414,Sala,17.872,48.149
288,Topolcany,18.172,48.56
714,Bardejov,21.282,49.295
288,Spisska Nova Ves,20.565,48.938
1027,Banska Bystrica,19.147,48.739
595,Luky,18.227,49.19
345,Velky Krtis,19.34,48.215
100000,Bratislava,17.119,48.154
2552,Kosice,21.26,48.724
240,Nova Sedlica,22.513,49.044
240,Stakcin,22.226,49.001
288,Stara Lubovna,20.693,49.302
856,Trencin,18.038,48.893
240,Turna nad Bodvou,20.879,48.6
595,Michalovce,21.906,48.749
496,Malacky,17.02,48.438
414,Revuca,20.115,48.685
288,Rimavska Sobota,20.017,48.385
240,Smilno,21.352,49.384
496,Humenne,21.906,48.938
288,Brezno,19.64,48.803
496,Helpa,19.971,48.862
288,Kecerovce,21.417,48.825
345,Trebisov,21.72,48.637
240,Pezinok,17.27,48.29
595,Nitra,18.079,48.302
240,Jelka,17.505,48.143
288,Trstice,17.803,48.015
240,Maluzina,19.771,48.98
288,Poprad,20.301,49.051
714,Presov,21.244,48.993
1232,Piestany,17.824,48.587
414,Sekule,17,48.599
414,Oravska Polhora,19.441,49.524
345,Sahy,18.95,48.07
496,Nova Bana,18.64,48.423
288,Hurbanovo,18.194,47.875
288,Hnusta,19.956,48.575
714,Kralovsky Chlmec,21.98,48.424
240,Surany,18.179,48.089
240,Sturovo,18.715,47.8
288,Martin,18.921,49.083
856,Komárno / Komárom,18.125,47.757
714,Tvrdošín,19.55,49.334
288,Turčianske Teplice,18.863,48.868
