rs,name,lon,lat
100000,Skopje,21.432,42.002
345,Kumanovo,21.723,42.133
2127,Bitola,21.329,41.03
414,Tetovo,20.968,42.005
714,Prilep,21.554,41.348
595,Gostivar,20.909,41.793
496,Veles,21.778,41.718
595,Ohrid,20.807,41.122
414,Štip,22.199,41.742
414,Kavadarci,22.01,41.432
856,Kočani,22.413,41.916
595,Kičevo,20.96,41.513
1232,Strumica,22.64,41.436
345,Radoviš,22.464,41.633
595,Kriva Palanka,22.33,42.201
496,Debar,20.525,41.52
345,Delčevo,22.774,41.969
240,Resen,21.013,41.091
595,Gevgelija,22.505,41.141
414,Berovo,22.853,41.708
288,Kratovo,22.18,42.08
288,Kruševo,21.248,41.369
240,Podgorci,20.598,41.268
345,Demir Hisar,21.203,41.22
240,Makedonski Brod,21.216,41.511
