rs,name,lon,lat
288,Llerena,-6.016,38.238
856,Azuaga,-5.677,38.26
496,Zafra,-6.411,38.423
240,Villafranca de los Barros,-6.336,38.561
496,Almendralejo,-6.405,38.683
345,Don Benito,-5.861,38.957
240,Guarena,-6.098,38.86
595,Merida,-6.342,38.919
345,Olivenza,-7.098,38.684
496,Coria,-6.538,39.986
1027,Caceres,-6.371,39.475
240,Jaraiz de la Vera,-5.756,40.058
288,Navalmoral de la Mata,-5.539,39.894
1027,Plasencia,-6.085,40.036
595,Aracena,-6.564,37.892
595,Valverde del Camino,-6.752,37.573
414,Almonte,-6.516,37.261
714,Lucena,-4.486,37.409
414,Montilla,-4.638,37.585
288,Baena,-4.323,37.617
240,Bujalance,-4.379,37.893
345,Palma del Rio,-5.278,37.699
240,Paterna de Rivera,-5.864,36.523
288,Ubrique,-5.446,36.675
856,Algeciras,-5.448,36.133
345,Velez-Malaga,-4.101,36.777
1773,Malaga,-4.43,36.724
414,Guadix,-3.136,37.299
1773,Baza,-2.773,37.488
345,Motril,-3.517,36.749
345,La Carolina,-3.616,38.274
240,Alcaudete,-4.081,37.59
595,Jodar,-3.353,37.84
414,Mula,-1.491,38.04
240,Totana,-1.499,37.77
595,Aguilas,-1.582,37.409
240,Jumilla,-1.324,38.476
1027,Hellin,-1.698,38.511
240,La Roda,-2.157,39.206
1232,Albacete,-1.858,38.993
496,Almansa,-1.095,38.868
496,Alcazar de San Juan,-3.211,39.39
240,Villarrubia de los Ojos,-3.607,39.22
240,Daimiel,-3.611,39.069
345,La Solana,-3.234,38.942
595,Tomelloso,-3.017,39.157
2127,Ciudad Real,-3.928,38.983
345,Malagon,-3.851,39.167
714,Tarancon,-3.01,40.011
1478,Cuenca,-2.136,40.066
240,San Clemente,-2.427,39.402
240,Quintanar del Rey,-1.926,39.344
240,Guadalajara,-3.164,40.636
345,Parla,-3.764,40.233
414,Aranjuez,-3.601,40.031
240,Cercedilla,-4.055,40.741
496,Arenas de San Pedro,-5.082,40.211
1027,Avila,-4.697,40.65
496,Arevalo,-4.714,41.054
288,Cuellar,-4.312,41.401
714,Segovia,-4.112,40.944
496,Ciudad Rodrigo,-6.529,40.6
595,Bejar,-5.764,40.386
345,Guijuelo,-5.671,40.556
414,Astorga,-6.054,42.455
345,La Baneza,-5.899,42.298
288,Valencia de Don Juan,-5.517,42.293
288,Briviesca,-3.323,42.549
345,Medina de Pomar,-3.487,42.932
595,Aranda de Duero,-3.687,41.673
345,Fraga,0.342,41.522
714,Jaca,-0.546,42.573
856,Huesca,-0.407,42.137
595,Monzon,0.191,41.913
288,Barbastro,0.125,42.036
240,Haro,-2.849,42.573
288,Alfaro,-1.749,42.178
414,Calahorra,-1.968,42.307
1027,Tudela,-1.606,42.058
240,Altsasu/Alsasua,-2.169,42.895
414,Vic,2.255,41.929
240,Torello,2.264,42.049
414,Berga,1.846,42.101
496,Blanes,2.785,41.676
345,Ripoll,2.194,42.195
345,L'Escala,3.142,42.108
345,Figueres,2.961,42.265
1232,Lleida,0.629,41.62
240,Almacelles,0.439,41.729
240,Guissona,1.29,41.784
496,Tarrega,1.14,41.648
288,Balaguer,0.807,41.789
288,Solsona,1.519,41.994
496,Vitoria-Gasteiz,-2.679,42.85
1027,Reinosa,-4.137,43
1478,Gijon/Xixon,-5.67,43.53
345,Ordes,-8.403,43.079
345,As Pontes de Garcia Rodriguez,-7.86,43.452
345,Santiago de Compostela,-8.539,42.879
