rmax,name,lon,lat
288,Waidhofen an der Thaya,15.284,48.816
288,Laa an der Thaya,16.385,48.723
414,Schaerding,13.437,48.453
595,Hainburg an der Donau,16.95,48.146
240,Fuerstenfeld,16.081,47.047
345,Eisenerz,14.891,47.543
856,Oberwart,16.21,47.286
414,Liezen,14.242,47.565
414,Leibnitz,15.54,46.783
496,Freistadt,14.504,48.507
288,Hallein,13.099,47.681
345,Knittelfeld,14.824,47.213
496,Gmunden,13.799,47.919
595,Kufstein,12.17,47.585
345,Spittal an der Drau,13.496,46.796
240,Ternitz,16.027,47.709
414,Amstetten,14.871,48.123
496,Wolfsberg,14.845,46.84
595,Braunau am Inn,13.046,48.254
345,Sankt Poelten,15.63,48.201
345,Leoben,15.092,47.374
856,Wiener Neustadt,16.241,47.816
414,Steyr,14.428,48.045
345,Villach,13.852,46.61
1027,Klagenfurt am Woerthersee,14.305,46.625
2127,Innsbruck,11.403,47.268
1027,Salzburg,13.034,47.81
2127,Linz,14.307,48.268
2552,Graz,15.434,47.078
100000,Wien,16.376,48.212
288,Kindberg,15.449,47.504
345,Andau,17.033,47.776
414,Deutschkreutz,16.624,47.601
240,Stegersbach,16.166,47.16
240,Retz,15.954,48.758
240,Litschau,15.045,48.945
240,Hagenberg im Muehlkreis,14.519,48.367
240,Raxendorf,15.277,48.343
240,Noechling,14.982,48.224
288,Mank,15.341,48.111
345,Traisen,15.609,48.039
595,Mariazell,15.317,47.772
345,Windischgarsten,14.328,47.722
240,Weng,14.505,47.599
240,Pernegg,15.348,47.36
240,Wildalpen,14.985,47.665
240,Peggau,15.348,47.205
288,Murau,14.171,47.112
240,Bad Sankt Leonhard im Lavanttal,14.792,46.963
288,Althofen,14.47,46.87
240,Eibiswald,15.248,46.687
345,Bad Radkersburg,15.988,46.689
240,Bad Eisenkappel,14.593,46.486
288,Pram,13.606,48.235
345,Rohrbach,13.99,48.574
240,Freinberg,13.512,48.566
240,Neuhofen,13.932,47.547
240,Niederland,12.736,47.658
414,Schladming,13.688,47.392
414,Tamsweg,13.812,47.127
414,Bad Gastein,13.134,47.116
240,Grossarl,13.201,47.237
240,Koetschach,13.004,46.679
288,Sillian,12.418,46.748
288,Achenkirch,11.705,47.527
345,Riezlern,10.187,47.358
240,Haeselgehr,10.491,47.309
288,Silz,10.928,47.266
288,Lech,10.142,47.209
595,Obergurgl,11.027,46.87
345,Pfunds,10.542,46.967
240,Gmuend in Kaernten,13.536,46.906
240,Penk,13.264,46.902
345,Hermagor,13.368,46.628
288,Gosau,13.524,47.58
240,Kohlstatt,13.758,47.814
240,Erlerberg,12.224,47.69
288,Matrei in Osttirol,12.537,47.002
240,Dorf,13.842,48.452
288,Thorhof,15.598,47.886
240,Doerfl,14.729,47.424
240,Reithof,15.708,47.767
288,Angelbach,14.791,48.637
240,Unterpertholz,15.473,48.931
288,Krumbach,16.192,47.525
288,Wels,14.024,48.164
1232,Bregenz,9.721,47.486
345,Baden,16.242,48.004
1027,Lienz,12.788,46.829
288,Waidhofen an der Ybbs,14.766,47.984
595,Reutte,10.713,47.486
714,Landeck,10.567,47.148
414,Bad Ischl,13.605,47.712
288,Fulpmes,11.34,47.138
345,Mattighofen,13.157,48.096
414,Langenlois,15.705,48.465
288,Mayrhofen,11.87,47.197
496,Zell am See,12.799,47.317
1027,Gmünd,14.97,48.764
240,Kirchdorf-Micheldorf,14.127,47.895
240,Hollabrunn,16.081,48.556
414,Feldbach,15.892,46.95
714,Mistelbach,16.575,48.568
240,Mürzzuschlag,15.679,47.605
240,Bürmoos,12.932,47.99
496,Schruns,9.908,47.081
288,Horn,15.649,48.669
