rs,name,lon,lat
414,Bilovodsk,39.579,49.201
288,Reshetylivka,34.074,49.563
496,Ichki,34.932,45.344
3674,Dnipro,35.018,48.468
1027,Kryvyi Rih,33.395,47.92
595,Sarny,26.608,51.333
496,Rudky,23.487,49.654
1027,Sevastopol,33.54,44.592
414,Zarichne,26.125,51.82
414,Boryspil,30.956,50.359
414,Zelenodolsk,33.654,47.557
240,Velyki Kopani,32.974,46.49
856,Olevsk,27.649,51.226
288,Shchastia,39.23,48.737
288,Horodnytsia,27.317,50.809
7615,Odesa,30.718,46.473
414,Volochysk,26.209,49.536
1027,Kremenchuk,33.434,49.078
1232,Pervomaisk,30.844,48.039
414,Sievierodonetsk,38.479,48.948
240,Lozuvatka,33.292,48.064
240,Debaltseve,38.418,48.341
595,Bashtanka,32.44,47.405
496,Chutove,35.167,49.715
595,Myrhorod,33.61,49.965
856,Ivano-Frankivsk,24.712,48.916
240,Armiansk,33.692,46.109
345,Borshchiv,26.04,48.802
240,Novhorodka,32.653,48.355
288,Lutuhyne,39.21,48.403
240,Dniprorudne,34.991,47.382
856,Shepetivka,27.064,50.183
288,Lymanske,29.97,46.666
288,Dubove,23.893,48.193
595,Rozdilna,30.077,46.848
240,Radekhiv,24.643,50.279
240,Shumsk,26.116,50.118
345,Bilmak,36.648,47.358
496,Yevpatoriia,33.365,45.203
288,Berezna,31.784,51.57
288,Mala Vyska,31.633,48.644
496,Yuzhne,31.101,46.624
345,Korets,27.159,50.619
345,Chornomorsk,30.654,46.303
288,Bakhmut,37.999,48.597
288,Yedy-Kuiu,35.773,45.296
345,Vasylkiv,30.325,50.185
414,Kiliia,29.255,45.466
345,Trostianets,34.971,50.473
414,Yemilchyne,27.808,50.872
2127,Luhansk,39.329,48.567
345,Rokytne,27.215,51.272
288,Zakharivka,29.758,47.332
414,Ratne,24.527,51.666
414,Yakymivka,35.163,46.697
288,Yuzhnoukrainsk,31.176,47.823
288,Koziatyn,28.833,49.716
496,Brody,25.153,50.078
345,Novoazovsk,38.081,47.116
240,Enerhodar,34.655,47.498
345,Nyzhni Sirohozy,34.377,46.841
240,Kushuhum,35.216,47.712
288,Krasnokutsk,35.147,50.06
595,Novovolynsk,24.17,50.733
288,Rozdolne,33.489,45.77
595,Kodyma,29.127,48.096
414,Kamin-Kashyrskyi,24.963,51.623
240,Kulykivka,31.643,51.373
