rmax,name,lon,lat
60,Sentenhart,9.127,47.914
60,Aftholderberg,9.244,47.899
60,Beuren am Ried,8.695,47.799
86,Rheinweiler,7.533,47.709
103,Hierbach,8.092,47.686
103,Grimmelshofen,8.497,47.785
72,Weitenau,7.766,47.678
72,Nordschwaben,7.818,47.62
60,Unterweschnegg,8.171,47.703
72,Ettisweiler,9.24,47.991
60,Boll,9.029,47.949
103,Marzell,7.726,47.771
60,Mittelschollach,8.245,47.984
86,Opfingen,7.716,48.001
72,Riedboehringen,8.538,47.87
60,Aasen,8.551,47.98
72,Reichenbach,7.925,48.158
86,Sankt Wilhelm,7.95,47.895
60,Riedoeschingen,8.608,47.843
86,Gremmelsbach,8.257,48.159
60,Oberbaldingen,8.606,47.976
60,Eschbach,8.18,47.633
60,Nack,8.576,47.606
86,Hornberg,7.951,47.66
72,Linach,8.266,48.024
72,Engelswies,9.135,48.043
60,Doerlinbach,7.954,48.246
60,Neidingen,9.058,48.096
60,Tengen,8.661,47.821
103,Muehlheim an der Donau,8.887,48.03
147,Oberrotweil,7.63,48.089
103,Gosheim,8.753,48.136
60,Dottingen,7.691,47.858
103,Grenzach,7.659,47.553
60,Villingendorf,8.59,48.202
211,Nusplingen,8.89,48.132
60,Hugstetten,7.78,48.053
72,Boettingen,8.807,48.1
60,Wyhl am Kaiserstuhl,7.649,48.166
72,Eigeltingen,8.898,47.859
176,Donaueschingen,8.498,47.951
123,Breisach am Rhein,7.583,48.031
86,Bad Duerrheim,8.531,48.022
123,Jestetten,8.568,47.65
60,Schoenwald im Schwarzwald,8.201,48.102
211,Pfullendorf,9.256,47.924
253,Singen (Hohentwiel),8.835,47.76
103,Gammertingen,9.216,48.25
363,Tuttlingen,8.819,47.984
147,Muehlingen,9.017,47.913
72,Owingen,9.176,47.811
72,Grafenhausen,8.262,47.773
60,Dogern,8.172,47.609
60,Sasbach am Kaiserstuhl,7.616,48.14
211,Ettenheim,7.813,48.255
60,Aach,8.851,47.843
147,Schramberg,8.386,48.225
147,Balingen,8.851,48.276
253,Stuehlingen,8.446,47.745
60,Hinterzarten,8.106,47.904
86,Ottoschwanden,7.898,48.187
211,Neustadt,8.208,47.917
176,Sankt Blasien,8.126,47.762
123,Schopfheim,7.823,47.65
72,Neuhausen ob Eck,8.926,47.973
86,Winterlingen,9.118,48.179
176,Bad Krozingen,7.7,47.916
211,Villingen,8.46,48.058
901,Loerrach,7.659,47.612
86,Elzach,8.069,48.172
103,Todtmoos,8.001,47.739
72,Ludwigshafen,9.058,47.822
60,Radolfzell am Bodensee,8.969,47.739
72,Wittnau,7.816,47.946
72,Muenster,7.784,47.854
60,Weilheim,8.241,47.658
211,Rottweil,8.627,48.168
60,Dettighofen,8.484,47.623
86,Uehlingen,8.318,47.719
60,Eisenbach (Hochschwarzwald),8.271,47.962
103,Wald,9.172,47.938
60,Bonndorf im Schwarzwald,8.343,47.82
60,Kolbingen,8.89,48.053
103,Schliengen,7.578,47.755
103,Schoemberg,8.759,48.212
1297,Freiburg im Breisgau,7.85,47.995
60,Lottstetten,8.574,47.628
147,Goerwihl,8.078,47.641
60,Oberuhldingen,9.246,47.736
211,Todtnau,7.948,47.829
123,Erzingen,8.421,47.659
60,Wieden,7.883,47.842
103,Efringen-Kirchen,7.566,47.65
103,Messkirch,9.111,47.993
123,Denzlingen,7.884,48.067
123,Rheinfelden (Baden),7.784,47.561
86,Sankt Maergen,8.093,48.008
147,Epfendorf,8.595,48.249
253,Engen,8.772,47.854
103,Loeffingen,8.344,47.884
86,Stetten am kalten Markt,9.078,48.122
522,Tiengen,8.271,47.632
72,Duerbheim,8.79,48.059
72,Emmingen,8.854,47.932
176,Blumberg,8.534,47.84
72,Hoechenschwand,8.166,47.735
211,Stockach,9.009,47.849
72,Oberhausen,7.71,48.224
522,Ebingen,9.026,48.214
86,Messstetten,8.963,48.181
147,Kenzingen,7.77,48.193
147,Schluchsee,8.18,47.819
60,Gundelfingen,7.867,48.042
86,Furtwangen im Schwarzwald,8.205,48.052
253,Kandern,7.663,47.715
60,Dorf,8.035,48.194
123,Trossingen,8.633,48.074
103,Laufenburg (Baden),8.062,47.565
86,Staufen im Breisgau,7.73,47.881
103,Aichhalden,8.399,48.269
435,Muellheim,7.631,47.808
72,Rickenbach,7.98,47.62
303,Emmendingen,7.848,48.122
147,Hohentengen am Hochrhein,8.434,47.571
72,Krauchenwies,9.249,48.019
72,Schoenau im Schwarzwald,7.894,47.786
86,Sankt Georgen im Schwarzwald,8.332,48.126
123,Hornberg,8.23,48.212
72,Dunningen,8.505,48.213
72,Oehningen,8.885,47.662
72,Hettingen,9.235,48.219
60,Weisweil,7.678,48.197
176,Sigmaringen,9.215,48.087
123,Allensbach,9.07,47.716
103,Immendingen,8.734,47.939
72,Steisslingen,8.924,47.798
123,Lenzkirch,8.2,47.869
86,Kirchzarten,7.955,47.965
72,Zell im Wiesental,7.852,47.708
103,Schwand,10.26,47.369
60,Oberzell,9.575,47.754
72,Musbach,9.58,47.979
72,Zell,9.502,48.203
72,Waltershofen,9.915,47.757
60,Kettenacker,9.312,48.242
211,Fueramoos,9.893,47.998
72,Zogenweiler,9.504,47.833
72,Ratholz,10.135,47.563
60,Steibis,10.024,47.53
123,Molpertshaus,9.807,47.87
72,Lindenau,9.859,47.554
72,Ittenhausen,9.334,48.202
72,Oberlangnau,9.657,47.631
86,Herlazhofen,10.012,47.792
60,Beuren,9.376,48.08
60,Tiefenberg,10.263,47.488
72,Nordholz,10.216,48.243
86,Mundingen,9.581,48.288
103,Schmidsfelden,10.114,47.751
72,Eisenburg,10.212,48.018
253,Einoedsbach,10.267,47.316
60,Hauerz,9.985,47.951
72,Leupolz,9.824,47.749
86,Eichholz,10.277,47.843
86,Haslach,10.048,47.976
86,Immenried,9.876,47.835
72,Eschach,10.202,47.705
60,Dietratried,10.25,47.92
60,Hinterstein,10.407,47.48
60,Bodelsberg,10.413,47.684
60,Ellwangen,9.94,47.974
60,Freundpolz,10.194,47.624
72,Einhart,9.349,47.988
60,Hellengerst,10.203,47.661
147,Ertingen,9.461,48.097
123,Munderkingen,9.648,48.237
103,Hayingen,9.475,48.274
435,Kempten (Allgaeu),10.318,47.724
176,Babenhausen,10.253,48.143
86,Ingoldingen,9.74,48.026
303,Memmingen,10.185,47.988
103,Kressbronn am Bodensee,9.598,47.597
123,Schwendi,9.976,48.175
86,Altenstadt,10.113,48.16
72,Ostrach,9.381,47.954
211,Bad Saulgau,9.499,48.014
60,Weingarten,9.641,47.807
60,Hergatz,9.83,47.65
86,Isny im Allgaeu,10.039,47.692
123,Markdorf,9.389,47.72
72,Wolpertswende,9.613,47.895
86,Gruenkraut,9.653,47.743
103,Mengen,9.329,48.049
303,Lindau (Bodensee),9.684,47.546
123,Lindenberg im Allgaeu,9.885,47.602
147,Laupheim,9.884,48.23
123,Ottobeuren,10.301,47.942
103,Kettershausen,10.262,48.182
253,Sonthofen,10.281,47.512
211,Leutkirch im Allgaeu,10.024,47.825
72,Aletshausen,10.39,48.2
123,Bad Waldsee,9.751,47.923
72,Heimenkirch,9.904,47.63
123,Waltenhofen,10.304,47.671
72,Blitzenreute,9.59,47.863
123,Fischen im Allgaeu,10.271,47.459
60,Bingen,9.272,48.111
303,Ravensburg,9.615,47.784
86,Rot an der Rot,10.027,48.013
72,Altusried,10.215,47.804
147,Aufhofen,9.789,48.175
86,Aichstetten,10.081,47.893
86,Missen,10.128,47.598
147,Wilhelmsdorf,9.425,47.867
253,Biberach an der Riss,9.792,48.097
72,Oberstaufen,10.022,47.554
60,Hausen am Bussen,9.625,48.212
103,Weitnau,10.126,47.641
103,Neukirch,9.702,47.657
123,Zwiefalten,9.462,48.234
72,Warthausen,9.798,48.129
72,Ochsenhausen,9.952,48.069
60,Moosburg,9.597,48.089
72,Betzenweiler,9.574,48.118
72,Horgenzell,9.498,47.806
86,Aulendorf,9.638,47.951
123,Bad Buchau,9.612,48.064
176,Riedlingen,9.475,48.153
60,Pfronstetten,9.362,48.275
86,Herbertingen,9.438,48.061
103,Boms,9.509,47.97
303,Ehingen (Donau),9.725,48.284
123,Erkheim,10.335,48.038
103,Bad Groenenbach,10.221,47.875
72,Achstetten,9.898,48.259
86,Balderschwang,10.104,47.466
72,Legau,10.129,47.856
103,Wangen im Allgaeu,9.832,47.686
86,Bad Wurzach,9.897,47.908
72,Amtzell,9.748,47.706
123,Immenstadt im Allgaeu,10.219,47.56
103,Wertach,10.41,47.603
60,Oberstadion,9.691,48.187
176,Illertissen,10.103,48.223
103,Erolzheim,10.073,48.091
103,Vogt,9.767,47.775
103,Friedrichshafen,9.48,47.652
522,Oberstdorf,10.276,47.408
147,Krumbach (Schwaben),10.361,48.242
103,Kisslegg,9.882,47.788
86,Uttenweiler,9.611,48.149
86,Aitrach,10.084,47.941
123,Heiligenberg,9.313,47.821
103,Neufrach,9.311,47.76
86,Ronsberg,10.413,47.898
86,Ummendorf,9.831,48.062
123,Voehringen,10.076,48.277
60,Lauben,10.297,47.78
60,Eriskirch,9.531,47.63
176,Schongau,10.895,47.815
103,Pfronten,10.558,47.581
86,Vorderriss,11.437,47.559
72,Holzhausen,11.537,47.96
86,Ketterschwang,10.702,47.967
103,Stoffen,10.906,48.005
60,Etterschlag,11.198,48.086
60,Lochhofen,11.645,47.947
123,Winkel,11.594,47.637
60,Schoeffau,11.075,47.714
60,Rieden am Ammersee,11.086,47.995
60,Guenzach,10.435,47.823
72,Leutstetten,11.37,48.029
60,Kappel,10.536,47.604
86,Urfeld,11.344,47.617
60,Kirchbichl,11.575,47.799
147,Altlach,11.339,47.574
60,Fall,11.532,47.568
60,Westernach,10.464,48.073
60,Habertsweiler,10.582,48.251
60,Hochgreut,10.442,47.749
123,Griesen,10.943,47.478
72,Klimmach,10.686,48.216
72,Spitzingsee,11.888,47.662
60,Merching,10.984,48.244
211,Poing,11.818,48.171
60,Berg am Laim,11.631,48.128
123,Seefeld,11.206,48.032
86,Feldafing,11.296,47.95
72,Kruen,11.278,47.505
60,Bad Bayersoien,10.997,47.691
60,Rosshaupten,10.718,47.653
86,Leeder,10.827,47.934
72,Prem,10.804,47.678
86,Piusheim,11.898,47.957
123,Biessenhofen,10.64,47.833
253,Bad Toelz,11.564,47.759
147,Geltendorf,11.028,48.122
60,Goerisried,10.507,47.707
72,Moosinning,11.845,48.277
103,Egling an der Paar,10.983,48.188
123,Oberschweinbach,11.158,48.241
103,Finsing,11.824,48.216
363,Fuessen,10.7,47.57
176,Unterhaching,11.617,48.066
103,Lengenwang,10.603,47.699
103,Karlsfeld,11.473,48.222
86,Wessobrunn,11.024,47.874
211,Koenigsbrunn,10.89,48.267
60,Alling,11.299,48.142
103,Ohlstadt,11.23,47.635
103,Saulgrub,11.025,47.668
103,Vaterstetten,11.777,48.102
86,Oy,10.452,47.646
86,Buchloe,10.724,48.036
211,Miesbach,11.834,47.789
60,Mering,10.988,48.267
303,Dachau,11.437,48.263
103,Kaufering,10.856,48.093
103,Grossaitingen,10.782,48.229
147,Boebing,10.988,47.755
147,Gauting,11.377,48.069
123,Mittenwald,11.263,47.441
103,Pfaffenhausen,10.457,48.12
72,Finning,11.012,48.021
123,Marktoberdorf,10.618,47.779
86,Uffing am Staffelsee,11.152,47.714
86,Hohenpeissenberg,11.006,47.794
72,Garching bei Muenchen,11.652,48.249
103,Untereberfing,11.201,47.796
86,Bernbeuren,10.778,47.738
123,Tutzing,11.278,47.911
72,Markt Wald,10.581,48.137
72,Baierbrunn,11.487,48.02
303,Landsberg am Lech,10.878,48.05
72,Kottgeisering,11.132,48.119
176,Ettringen,10.652,48.104
103,Koenigsdorf,11.481,47.816
86,Waakirchen,11.675,47.771
103,Paehl,11.176,47.905
72,Unterjoch,10.428,47.544
103,Farchant,11.112,47.53
72,Irsee,10.572,47.908
211,Starnberg,11.338,47.997
147,Germering,11.365,48.131
86,Diessen am Ammersee,11.095,47.949
86,Moorenweis,11.079,48.155
103,Kirchheim in Schwaben,10.474,48.173
103,Warngau,11.722,47.832
123,Kreuth,11.744,47.642
60,Tuerkheim,10.64,48.06
147,Halblech,10.821,47.63
123,Weilheim in Oberbayern,11.145,47.84
363,Kaufbeuren,10.621,47.88
72,Hoehenkirchen-Siegertsbrunn,11.712,48.019
435,Geretsried,11.482,47.856
211,Murnau am Staffelsee,11.202,47.682
86,Oberau,11.138,47.563
211,Schwabmuenchen,10.758,48.179
60,Obersoechering,11.22,47.736
103,Burggen,10.818,47.778
86,Jachenau,11.434,47.606
147,Wolfratshausen,11.421,47.913
123,Unterschleissheim,11.578,48.277
72,Woerth,11.902,48.245
303,Sauerlach,11.654,47.972
147,Bad Woerishofen,10.593,48.003
626,Garmisch-Partenkirchen,11.086,47.492
60,Eurasburg,11.403,47.856
72,Aitrang,10.535,47.818
