rmax,name,lon,lat
86,Rodovanion,23.782,35.288
363,Malia,25.464,35.283
253,Anogeia,24.883,35.291
123,Tylisos,25.019,35.297
123,Armenoi,24.461,35.304
86,Livadia,24.808,35.307
72,Elaia,25.232,35.304
60,Astyrakion,24.947,35.315
60,Limin Chersonisou,25.391,35.318
253,Kandanos,23.741,35.327
86,Balion,24.782,35.412
86,Kali Sykea,24.381,35.238
60,Varetada,21.286,38.869
60,Aktion,20.772,38.933
72,Lefka,21.38,38.588
60,Kefalovryson,21.365,38.461
60,Potamia,21.309,39.003
103,Rentina,21.974,39.065
72,Aidonochorion,21.969,39.093
103,Loutropigi,22.046,39.118
72,Vathylakkos,21.952,39.13
60,Kato Ktimeni,22.119,39.134
72,Neraida,21.79,39.141
211,Molocha,21.871,39.153
86,Thrapsimion,22.006,39.173
147,Leontarion,22.133,39.182
72,Karoplesion,21.758,39.174
86,Apidea,21.938,39.199
103,Kedros,22.043,39.21
72,Dafnospilia,21.947,39.228
72,Rachoula,21.874,39.239
72,Kastanea,21.797,39.238
103,Vragkiana,21.434,39.24
72,Filia,22.054,39.255
60,Marathos,21.434,39.262
176,Neochorion,21.733,39.276
86,Myrofyllon,21.325,39.366
123,Mesochora,21.325,39.473
103,Palaiochorio,21.299,39.525
751,Kastrion,24.086,34.835
211,Antiskarion,24.879,34.959
147,Paranymfoi,25.129,34.974
72,Vasiliki,24.993,34.985
72,Pyrgos,25.153,35.006
103,Pompia,24.867,35.01
86,Vagionia,25,35.014
86,Pitsidia,24.781,35.017
60,Mesochorion,25.209,35.015
60,Platanos,24.924,35.024
72,Chondros,25.38,35.03
60,Demation,25.291,35.033
253,Asimion,25.094,35.045
751,Moirai,24.876,35.051
103,Skinias,25.305,35.053
176,Ano Viannos,25.411,35.053
103,Agioi Deka,24.962,35.059
103,Tympakion,24.767,35.072
60,Galia,24.87,35.077
72,Karavados,25.338,35.081
123,Tefelion,25.163,35.093
60,Moronion,24.917,35.094
60,Agia Galini,24.688,35.096
86,Inion,25.282,35.094
86,Skourvoula,24.843,35.107
86,Klima,24.76,35.11
60,Partira,25.226,35.118
211,Melampes,24.653,35.127
211,Zaros,24.903,35.13
86,Metaxochorion,25.142,35.13
147,Episkopi,24.336,35.329
72,Emprosneros,24.188,35.345
60,Marathos,24.973,35.347
176,Elos,23.637,35.361
72,Aloides,24.875,35.365
522,Rethymnon,24.476,35.369
147,Rodia,25.022,35.366
211,Perama,24.703,35.371
176,Vryses,24.201,35.378
123,Agia Varvara,25.001,35.136
60,Vorizia,24.847,35.15
86,Platanos,24.764,35.152
303,Arkalochorion,25.265,35.149
60,Gerakion,25.352,35.152
60,Kerames,24.518,35.161
86,Akoumia,24.582,35.165
86,Ano Meros,24.662,35.187
72,Thrapsanon,25.281,35.188
86,Fres,24.145,35.381
72,Fodele,24.958,35.383
86,Vlatos,23.66,35.39
253,Sisai,24.884,35.395
103,Palaia Roumata,23.778,35.401
60,Ramni,24.103,35.4
103,Meskla,23.956,35.403
86,Sellia,24.382,35.204
86,Profitis Ilias,25.1,35.208
176,Fourfouras,24.713,35.212
303,Anopolis,24.094,35.217
123,Kastellion,25.339,35.208
60,Sampas,25.265,35.216
60,Dafnes,25.05,35.215
176,Spilion,24.532,35.22
72,Vamos,24.197,35.409
103,Panormos,24.691,35.417
751,Palaiochora,23.681,35.231
123,Krouson,24.982,35.229
86,Meronas,24.629,35.233
60,Goniai,25.443,35.23
72,Arvi,25.454,34.992
72,Kastri,25.374,35
72,Stylos,24.125,35.433
176,Kalyvai,24.171,35.455
176,Alikianos,23.912,35.454
86,Platanos,23.601,35.468
103,Voukoliai,23.8,35.467
60,Agia,23.931,35.473
72,Mournies,24.012,35.482
60,Souda,24.072,35.488
363,Kissamos,23.654,35.496
86,Nochia,23.755,35.508
103,Agia Pelagia,25.017,35.408
60,Valis,25.028,35.074
103,Chanion tou Kokkini,25.256,35.33
103,Kaloi Limenes,24.801,34.932
103,Platanias,23.909,35.518
86,Kounoupidiana,24.076,35.536
176,Kolymvari,23.779,35.544
60,Chordakion,24.164,35.551
60,Afrata,23.766,35.571
123,Sfinarion,23.568,35.418
123,Moni Chrysoskalitissis,23.536,35.308
72,Prines,23.819,35.324
72,Roukanion,25.095,35.169
176,Epano Archanai,25.16,35.235
60,Karinai,24.526,35.245
86,Sougia,23.811,35.25
60,Pentamodion,25.027,35.248
86,Smarion,25.306,35.249
60,Kalogeros,24.648,35.256
72,Voleones,24.588,35.27
60,Mochos,25.423,35.264
147,Asi Gonia,24.284,35.274
60,Stavros,24.091,35.585
72,Chorafakia,24.092,35.562
123,Kares,24.186,35.297
147,Fragkokastello,24.233,35.182
86,Sfakaki,24.584,35.381
86,Petrochorion,24.842,41.086
123,Echinos,24.972,41.274
303,Velventos,22.069,40.257
123,Avgerinos,21.164,40.24
60,Vathylakkos,21.914,40.258
1081,Katerini,22.511,40.269
86,Krokos,21.817,40.262
60,Kallithea,22.578,40.271
60,Portaria,23.296,40.285
211,Siatista,21.551,40.261
176,Tsotylion,21.324,40.261
176,Ormylia,23.544,40.293
60,Aronas,22.433,40.29
123,Ritini,22.284,40.289
60,Lagorrachi,22.351,40.295
72,Nea Triglia,23.209,40.306
103,Lefkara,21.971,40.292
72,Imera,22.04,40.295
72,Petrana,21.866,40.291
86,Chrysi,20.975,40.274
123,Nea Kallikrateia,23.063,40.313
751,Kozani,21.789,40.3
103,Xirolimni,21.66,40.295
147,Korinos,22.587,40.315
72,Neos Skopos,23.61,41.025
72,Symvoli,24.041,41.029
303,Nea Zichni,23.829,41.03
