rs,name,lon,lat
72,Grevenmacher,6.441,49.677
60,Roodt-sur-Syre,6.3,49.665
123,Steinfort,5.915,49.659
72,Wormeldange,6.405,49.611
123,Canach,6.325,49.609
86,Clemency,5.874,49.596
86,Leudelange,6.063,49.567
86,Huldange,6.013,50.163
1081,Troisvierges,6.002,50.122
60,Heinerscheid,6.088,50.095
103,Troine,5.881,50.063
147,Clervaux,6.031,50.055
86,Hosingen,6.088,50.017
103,Harlange,5.787,49.93
60,Esch-sur-Sure,5.936,49.911
103,Eschdorf,5.932,49.884
72,Boulaide,5.814,49.885
60,Dellen,5.959,49.857
86,Bigonville,5.792,49.849
86,Beaufort,6.289,49.833
176,Echternach,6.419,49.812
86,Hostert,5.864,49.808
103,Perle,5.763,49.809
60,Osweiler,6.441,49.786
72,Bissen,6.065,49.787
103,Larochette,6.219,49.783
60,Useldange,5.98,49.767
176,Redange,5.886,49.763
72,Moersdorf,6.499,49.746
72,Berbourg,6.392,49.732
72,Beckerich,5.881,49.73
72,Tuntange,6.007,49.716
123,Junglinster,6.25,49.71
72,Elvange,6.315,49.505
72,Schengen,6.364,49.47
86,Rumelange,6.029,49.46
72,Wahlhausen,6.124,49.984
72,Alscheid,6.004,49.97
253,Wiltz,5.93,49.967
176,Vianden,6.203,49.932
522,Ettelbruck,6.1,49.848
100000,Luxembourg,6.123,49.609
123,Petange,5.875,49.556
211,Esch-sur-Alzette,5.988,49.501
176,Mersch,6.104,49.751
147,Remich,6.367,49.543
211,Mertert,6.496,49.712
