rs,name,lon,lat
100000,Bucureşti,26.101,44.44
3870,Cluj-Napoca,23.592,46.773
2688,Timişoara,21.227,45.754
2240,Iaşi,27.58,47.158
1867,Constanţa,28.63,44.176
1867,Craiova,23.8,44.317
2688,Galaţi,28.035,45.436
1867,Braşov,25.609,45.649
1081,Ploieşti,26.018,44.939
1556,Oradea,21.932,47.057
363,Brăila,27.956,45.274
901,Piteşti,24.863,44.857
1556,Sibiu,24.15,45.792
901,Arad,21.316,46.18
1556,Bacău,26.913,46.561
626,Târgu Mureş,24.56,46.54
751,Buzău,26.817,45.152
1867,Baia Mare,23.572,47.653
901,Botoşani,26.657,47.745
435,Satu Mare,22.878,47.79
435,Drobeta-Turnu Severin,22.658,44.633
363,Râmnicu Vâlcea,24.368,45.104
751,Focşani,27.182,45.69
626,Piatra Neamţ,26.375,46.932
363,Târgovişte,25.462,44.923
1297,Târgu Jiu,23.275,45.037
751,Tulcea,28.798,45.177
435,Slatina,24.367,44.431
901,Călărași,27.325,44.202
751,Bistrita,24.492,47.135
1081,Giurgiu,25.963,43.896
901,Hunedoara,22.909,45.759
253,Deva,22.908,45.874
363,Suceava,26.243,47.644
751,Bârlad,27.673,46.228
522,Sfântu Gheorghe,25.789,45.865
435,Municipiul Alba Iulia,23.571,46.075
626,Municipiul Zalău,23.057,47.187
303,Roman,26.931,46.924
751,Municipiul Vaslui,27.73,46.642
522,Municipiul Slobozia,27.369,44.564
253,Municipiul Alexandria,25.328,43.97
751,Lunca Bârzavei,21.875,45.323
363,Municipiul Mediaş,24.342,46.159
147,Municipiul Medgidia,28.267,44.248
363,Municipiul Oneşti,26.769,46.251
751,Municipiul Mangalia,28.579,43.813
626,Petroșani-Colonie,23.373,45.408
303,Oraş Năvodari,28.608,44.325
303,Municipiul Miercurea Ciuc,25.802,46.359
435,Municipiul Lugoj,21.906,45.689
253,Municipiul Odorheiu Secuiesc,25.301,46.308
303,Municipiul Râmnicu Sărat,27.046,45.382
751,Oraş Borşa,24.649,47.655
303,Câmpina,25.739,45.128
522,Municipiul Caracal,24.348,44.111
72,Suceava Burdujeni,26.28,47.673
303,Municipiul Dej,23.876,47.137
211,Oraş Mioveni,24.939,44.958
363,Municipiul Tecuci,27.43,45.843
522,Municipiul Reghin,24.7,46.775
253,Municipiul Făgăraş,24.976,45.839
363,Turda,23.811,46.556
363,Municipiul Sighetu Marmaţiei,23.893,47.931
253,Municipiul Sighişoara,24.803,46.222
253,Municipiul Câmpulung,25.053,45.276
176,Municipiul Roşiori de Vede,24.989,44.112
176,Municipiul Huşi,28.065,46.676
522,Oltenița,26.638,44.093
147,Municipiul Lupeni,23.206,45.352
303,Municipiul Rădăuţi,25.916,47.841
522,Municipiul Fălticeni,26.299,47.458
176,Municipiul Curtea de Arges,24.673,45.148
253,Bilca,25.685,47.917
60,Municipiul Vulcan,23.296,45.372
253,Municipiul Caransebeş,22.222,45.415
211,Municipiul Gherla,23.907,47.033
72,Municipiul Câmpia Turzii,23.886,46.542
253,Vălenii de Munte,26.04,45.2
60,Valea Domanului,21.881,45.291
626,Municipiul Turnu Măgurele,24.872,43.753
303,Municipiul Paşcani,26.719,47.252
72,Municipiul Codlea,25.446,45.696
303,Municipiul Carei,22.467,47.686
363,Municipiul Dorohoi,26.4,47.95
211,Municipiul Feteşti,27.822,44.415
253,Municipiul Sebeş,23.57,45.957
86,Floreşti,23.492,46.744
103,Oraş Cernavoda,28.032,44.346
363,Municipiul Târgu Secuiesc,26.131,45.998
211,Oraş Buftea,25.945,44.565
522,Municipiul Motru,22.97,44.802
86,Oraş Petrila,23.381,45.447
86,Săcele,25.707,45.617
211,Municipiul Blaj,23.92,46.175
363,Municipiul Gheorgheni,25.594,46.721
303,Dâmbovicioara,25.545,44.662
626,Municipiul Salonta,21.654,46.802
303,Dănești,25.77,46.546
176,Izvoarele,26.007,45.29
901,Calafat,22.933,43.989
303,Oraş Cugir,23.363,45.838
211,Municipiul Târnăveni,24.298,46.328
