rmax,name,lon,lat
100000,Zürich,8.539,47.377
2240,Genève,6.154,46.197
901,Basel,7.606,47.557
626,Lausanne,6.632,46.527
1297,Bern,7.443,46.943
626,Luzern,8.302,47.059
253,Winterthur,8.734,47.502
751,St. Gallen,9.376,47.431
2688,Lugano,8.955,46.013
435,Biel/Bienne,7.253,47.134
303,Fribourg,7.151,46.798
435,Thun,7.635,46.748
253,Baar,8.513,47.183
176,Neuchâtel-Pré Louiset,6.927,46.994
522,Schaffhausen,8.633,47.697
435,Olten,7.912,47.343
363,Bellinzona-Monti di Padevilla,9.023,46.196
176,Wettingen,8.319,47.464
147,La Tour-de-Peilz,6.847,46.463
147,Aarau-Rohr,8.063,47.392
86,Locarno-Locarno Monti,8.793,46.167
176,La Chaux-de-Fonds,6.827,47.1
1081,Chur,9.526,46.857
176,Solothurn,7.545,47.208
211,Yverdon-les-Bains,6.641,46.778
103,Rorschacherberg-Steggenweid,9.499,47.477
147,Uster-Niederuster,8.718,47.349
211,Wil (SG),9.048,47.464
303,Rapperswil-Jona,8.83,47.229
147,Liestal-Talacher,7.734,47.49
60,Wetzikon (ZH)-Unterwetzikon,8.796,47.323
60,Montreux-La Rottaz,6.906,46.436
72,Kaltbrunn,8.989,47.226
1081,Sion,7.358,46.231
72,Uetikon am See,8.672,47.261
123,Morges,6.502,46.514
86,Wollerau,8.714,47.201
86,Meyrin,6.077,46.233
147,Buelach,8.544,47.516
363,Nyon,6.229,46.383
123,Frauenfeld,8.899,47.559
303,Monthey,6.948,46.264
103,Grenchen,7.397,47.195
86,Schwerzenbach-Holzacker,8.675,47.388
60,Wädenswil,8.667,47.23
123,Villmergen,8.27,47.35
103,Zofingen,7.94,47.291
60,Uzwil,9.137,47.441
303,Bulle,7.058,46.617
303,Brig-Glis-Unners Nesseltal,7.989,46.319
253,Martigny,7.071,46.099
123,Oensingen,7.68,47.266
72,Gossau (SG),9.257,47.414
72,Arbon,9.426,47.51
211,Burgdorf,7.621,47.052
176,Sierre,7.527,46.293
253,Glarus Nord-Vogelgut,9.061,47.11
211,Landquart-Igis,9.564,46.956
253,Interlaken,7.855,46.683
86,Habsburg,8.203,47.48
147,Langenthal,7.785,47.214
176,Versoix,6.165,46.287
123,Glarus,9.062,47.049
435,Altdorf (UR),8.644,46.871
60,Pratteln,7.697,47.52
72,Altendorf-Alp Stofel,8.846,47.191
60,Rüti (ZH),8.85,47.257
72,Gland,6.269,46.421
123,Lyss,7.302,47.074
123,Mels-Hinterspina,9.425,47.05
147,Buchs (SG)-Malbun,9.473,47.165
123,Saxon,7.197,46.166
147,Neuenkirch,8.191,47.127
253,Burg,8.181,47.252
60,Oberentfelden,8.042,47.36
123,Frick,8.007,47.499
103,Spreitenbach,8.364,47.419
86,Le Locle,6.753,47.056
86,Ponte Tresa,8.866,45.971
103,Aadorf,8.914,47.472
72,Gerlafingen,7.568,47.175
147,Affoltern am Albis,8.452,47.278
60,Herisau,9.283,47.386
303,Romanshorn,9.376,47.565
147,Münsingen,7.56,46.874
72,Staufen,8.171,47.388
751,Celerina/Schlarigna-Alp dal Staz,9.854,46.511
176,Wattwil,9.087,47.31
147,Widnau,9.636,47.408
211,Appenzell,9.421,47.328
103,Aigle,6.962,46.319
363,Delémont,7.351,47.365
303,Davos,9.833,46.799
60,Amriswil,9.299,47.545
86,Illnau-Effretikon-Rikon,8.689,47.428
86,Sursee,8.104,47.171
147,Rolle,6.338,46.46
123,Therwil,7.559,47.499
147,Sulgen,9.204,47.537
60,Urtenen-Schönbühl,7.493,47.018
176,Buochs,8.413,46.98
103,Estavayer-Estavayer-le-Lac,6.829,46.834
123,Eschenz,8.864,47.659
211,Langnau im Emmental,7.795,46.939
123,Oberdorf (BL),7.754,47.403
123,Muri,8.334,47.272
60,Le Landeron-Montet du Haut,7.084,47.061
303,Schwyz,8.644,47.02
176,Porrentruy,7.074,47.413
211,Einsiedeln,8.747,47.129
211,Möhlin,7.842,47.563
60,Weinfelden,9.11,47.567
103,Bonstetten,8.473,47.326
72,Zunzgen,7.806,47.459
147,Murten,7.116,46.927
86,Bischofszell,9.245,47.494
147,Val-de-Travers,6.605,46.911
60,Bussigny,6.553,46.548
123,Visp,7.884,46.293
72,Hochdorf,8.293,47.166
123,Orbe,6.534,46.725
103,Worb,7.576,46.928
60,Belp,7.502,46.89
60,Vétroz,7.287,46.222
123,Küssnacht (SZ),8.441,47.078
123,Spiez,7.677,46.688
86,Risch,8.426,47.141
60,Dielsdorf,8.455,47.484
751,Biasca,8.965,46.36
86,Val-de-Ruz,6.904,47.06
123,Bagnes,7.225,46.081
60,Altstätten,9.548,47.378
60,Buchs (ZH),8.443,47.452
60,Troinex,6.172,46.167
253,Echallens,6.633,46.643
103,Unterägeri,8.577,47.139
86,Tavannes-Bergerie le Grimm,7.215,47.229
103,Cortaillod,6.847,46.946
211,Willisau,7.992,47.118
103,Düdingen,7.196,46.846
103,Balsthal,7.696,47.316
86,Malters,8.186,47.038
60,Arth,8.547,47.053
435,Zermatt,7.749,46.021
103,Bösingen,7.233,46.897
147,Moutier,7.371,47.278
103,Saint-Maurice,7.004,46.211
