rmax,name,lon,lat
60,Zemianska Olca,17.866,47.809
60,Zlatna na Ostrove,17.977,47.77
60,Bodzianske Luky,17.897,47.888
522,Levice,18.596,48.215
72,Batovce,18.746,48.291
123,Demandice,18.784,48.119
60,Devicany,18.705,48.321
86,Dolna Sec,18.564,48.176
60,Dolny Pial,18.461,48.132
86,Farna,18.509,48.004
123,Nenince,19.26,48.145
86,Senne,19.396,48.309
72,Sklabina,19.355,48.16
60,Velky Lom,19.371,48.34
176,Vinica,19.12,48.117
123,Kapusany,21.331,49.045
103,Kendice,21.245,48.925
72,Rokycany,21.142,48.961
72,Sedlice,21.119,48.919
176,Partizanske,18.358,48.629
60,Chynorany,18.274,48.609
211,Povazska Bystrica,18.443,49.117
72,Domaniza,18.557,49.045
72,Horna Marikova,18.309,49.247
211,Pruzina,18.479,49.015
86,Udica,18.404,49.159
60,Sverepec,18.406,49.078
60,Podskalie,18.454,49.044
363,Prievidza,18.624,48.772
147,Telgart,20.189,48.853
86,Zavada,19.486,48.29
72,Zelovce,19.354,48.123
363,Zvolen,19.139,48.575
60,Budca,19.068,48.572
86,Dobra Niva,19.102,48.468
123,Ocova,19.293,48.605
60,Strazske,21.836,48.875
103,Trhoviste,21.801,48.698
123,Vinne,21.965,48.801
60,Vrbnica,21.885,48.675
103,Zemplinska Siroka,21.977,48.692
72,Besa,21.951,48.535
72,Drahnov,21.968,48.59
123,Ptruksa,22.139,48.486
522,Roznava,20.527,48.658
176,Bytca,18.565,49.226
60,Predmier,18.532,49.198
72,Stiavnik,18.47,49.232
103,Velke Rovne,18.584,49.285
435,Cadca,18.791,49.439
60,Cierne,18.822,49.494
86,Klokocov,18.571,49.45
60,Korna,18.557,49.412
253,Makov,18.474,49.369
72,Nova Bystrica,19.011,49.346
211,Dolny Kubin,19.296,49.213
72,Dlha nad Oravou,19.446,49.267
72,Chlebnice,19.469,49.228
60,Istebne,19.221,49.213
72,Malatina,19.432,49.181
86,Ohradzany,21.843,48.996
363,Papin,22.061,49.092
72,Siroke,20.937,48.997
86,Tulcik,21.31,49.089
72,Valkovna,20.072,48.834
253,Detva,19.412,48.542
72,Dubravy,19.367,48.586
103,Slatinske Lazy,19.301,48.5
60,Korytarky,19.473,48.544
72,Bzovik,19.09,48.319
72,Cerovo,19.155,48.255
72,Dudince,18.888,48.167
147,Hontianske Nemce,18.988,48.286
72,Hontianske Tesare,18.926,48.198
147,Krupina,19.067,48.355
60,Ladzany,18.903,48.267
103,Medovarce,19.002,48.235
103,Senohrad,19.198,48.357
72,Sudovce,18.836,48.209
751,Lucenec,19.67,48.329
103,Dlha Ves,20.442,48.491
103,Gemerska Poloma,20.478,48.714
86,Hrusov,20.636,48.581
147,Spisska Stara Ves,20.358,49.382
147,Streda nad Bodrogom,21.759,48.378
123,Kopcany,17.115,48.788
123,Radosovce,17.28,48.769
303,Skalica,17.225,48.845
86,Unin,17.214,48.727
435,Trnava,17.582,48.374
72,Boleraz,17.498,48.462
86,Brestovany,17.686,48.383
123,Cifer,17.492,48.317
60,Dolne Oresany,17.429,48.438
72,Jaslovske Bohunice,17.649,48.474
72,Majcichov,17.629,48.278
60,Ruzindol,17.492,48.369
72,Roztoky,21.493,49.389
72,Strocin,21.595,49.265
86,Matiaska,21.582,49.062
72,Nizny Hrabovec,21.754,48.848
60,Nizny Hrusov,21.774,48.805
60,Petrovce,21.481,49
72,Sacurov,21.692,48.821
86,Secovska Polianka,21.681,48.777
72,Nitrianske Hrnciarovce,18.127,48.334
522,Nove Zamky,18.162,47.987
72,Banov,18.19,48.046
60,Bruty,18.58,47.922
147,Dubnik,18.412,47.96
253,Smolenice,17.427,48.504
123,Spacince,17.61,48.437
72,Surovce,17.723,48.324
86,Zelenec,17.594,48.321
86,Horna Stubna,18.887,48.822
86,Bystricany,18.52,48.659
86,Hajnacka,19.952,48.215
60,Hodejov,19.989,48.298
72,Hostice,20.066,48.236
123,Hrachovo,19.949,48.466
147,Jesenske,20.07,48.304
72,Kalosa,20.223,48.421
72,Kral,20.344,48.329
86,Ozdany,19.894,48.379
60,Radnovce,20.206,48.341
86,Rimavska Bana,19.942,48.512
123,Rimavska Sec,20.236,48.305
72,Rimavske Janovce,20.065,48.339
86,Mala Ida,21.169,48.674
176,Medzev,20.894,48.698
60,Nizny Klatov,21.145,48.725
60,Gbelce,18.509,47.852
72,Kamenica nad Hronom,18.726,47.831
60,Kamenin,18.644,47.888
123,Komjatice,18.174,48.154
60,Komoca,18.025,47.952
86,Luba,18.596,47.85
72,Male Kosihy,18.752,47.923
60,Michal nad Zitavou,18.283,48.186
86,Muzla,18.601,47.792
86,Pliesovce,19.156,48.425
72,Podzamcok,19.106,48.501
72,Sliac,19.144,48.612
60,Zvolenska Slatina,19.261,48.563
86,Hrabicov,18.666,48.535
72,Klak,18.644,48.582
60,Velke Pole,18.565,48.538
123,Zarnovica,18.72,48.483
123,Ziar nad Hronom,18.863,48.586
86,Lehnice,17.455,48.053
72,Okoc,17.809,47.887
86,Mosovce,18.889,48.907
103,Turcek,18.919,48.758
147,Sucha Hora,19.788,49.366
147,Zuberec,19.616,49.26
2240,Zilina,18.74,49.216
72,Bela,18.945,49.237
123,Cicmany,18.516,48.954
60,Divinka,18.699,49.254
60,Dolny Hricov,18.637,49.231
72,Fackov,18.601,49.01
72,Horna Ves,18.491,48.607
60,Chrenovec-Brusno,18.726,48.774
86,Kanianka,18.585,48.817
72,Klacno,18.651,48.905
60,Lehota pod Vtacnikom,18.606,48.692
72,Nevidzany,18.487,48.843
86,Nitrianske Pravno,18.637,48.87
60,Nitrianske Rudno,18.477,48.789
103,Novaky,18.543,48.72
60,Pravenec,18.645,48.84
103,Valaska Bela,18.397,48.89
86,Zubak,18.218,49.149
72,Novacany,21.071,48.688
72,Panovce,21.063,48.647
60,Perin-Chym,21.188,48.535
