rs,name,lon,lat
60,Arapovac,15.658,45.098
72,Arzano,17.003,43.58
86,Bajcici,14.503,45.077
103,Bakovac Kosinjski,15.194,44.711
86,Banova Jaruga,16.902,45.441
72,Banje Selo,16.25,45.853
60,Banjole,13.867,44.824
86,Bapska,19.262,45.198
60,Batinjani,17.152,45.47
60,Bedenicka,17.092,45.861
123,Bednjica,15.977,46.288
72,Begovac,15.418,45.015
72,Bela Vodica,14.691,45.419
211,Beli Manastir,18.606,45.767
253,Belisce,18.404,45.684
123,Benkovac,15.61,44.033
147,Benkovac,17.202,45.307
123,Beter,15.716,45.732
103,Bibici,13.883,45.064
60,Bijele Vode,16.197,45.283
103,Bijelo Brdo,18.873,45.518
147,Bilice,17.841,45.237
72,Bilisane,15.765,44.172
72,Biljevina,14.716,45.454
211,Tuzevac,14.992,44.9
72,Biocic,16.226,43.896
363,Biograd na Moru,15.452,43.941
60,Biorine,16.828,43.552
103,Biovicino Selo,15.925,44.055
72,Bistrica,17.61,45.74
147,Bisevo,16.011,42.975
211,Bjelovar,16.841,45.901
60,Blacko,17.776,45.317
103,Blatnica Pokupska,15.726,45.514
72,Blizna Donja,16.098,43.585
60,Bobovica,15.713,45.831
72,Bojana,16.682,45.757
86,Boksic,18.032,45.588
103,Bolman,18.516,45.722
72,Borinici,13.981,45.031
60,Borova Kosa,17.25,45.648
123,Borovik,18.194,45.394
60,Bosanci,15.264,45.443
103,Bosiljevo,16.572,45.74
103,Brasljevica,15.358,45.683
60,Bratelji,15.505,45.794
60,Bratiskovci,15.902,43.889
123,Bratovici,13.754,45.218
60,Bratulici,13.991,45.002
103,Bratuljevci,17.558,45.408
60,Brckovljani,15.851,45.935
147,Brdce,14.236,45.496
72,Brdani Sokolovacki,16.754,46.068
123,Brebernica,15.892,45.668
60,Brecici,17.488,43.127
72,Bregana Pisarovinska,15.869,45.624
72,Brestik,16.194,45.221
86,Brestane,15.639,44.561
123,Breze,14.872,45.183
123,Brezik,15.502,44.439
72,Brezovac Dobroselski,16.035,44.447
103,Brgud,15.75,44.036
253,Brgulje,14.85,44.226
60,Bribir,15.849,43.923
176,Bric,13.76,45.457
60,Bricanci,13.892,45.095
60,Brijest,18.674,45.522
72,Brijesta,17.536,42.906
72,Brinjani,16.826,45.528
103,Bristani,16.006,43.867
86,Brkisevina,16.095,45.445
123,Brloska Dubrava,15.177,44.931
86,Brnjica,16.039,43.819
103,Brodarica,15.917,43.68
60,Brodski Zdenci,17.955,45.258
86,Brodanci,18.449,45.542
72,Brovinje,14.122,44.981
147,Brubno,16.108,45.197
103,Brusane,15.266,44.502
123,Bruska,15.755,44.082
123,Bruvno,15.927,44.394
60,Bucje,17.779,45.233
72,Budakovac,17.633,45.851
60,Budasevo,16.439,45.476
72,Bujavica,17.027,45.428
72,Buje,13.656,45.411
72,Bukovje Krizevacko,16.565,45.991
147,Bukovsko,16.537,45.437
103,Buric Selo,15.645,45.271
123,Busevic,16.03,44.606
147,Buzet,13.968,45.405
60,Buzinija,13.587,45.343
60,Bzenica,17.763,45.262
60,Ceremosnjak,18.094,45.445
72,Cernik,14.494,45.351
211,Cernik,15.418,45.735
72,Cesarica,15.021,44.565
72,Cremusina,17.207,45.806
176,Cres,14.41,44.96
303,Crikvenica,14.689,45.175
147,Crkveni Bok,16.723,45.349
60,Crkveni Vrhovci,17.65,45.289
86,Crnac,16.419,45.442
211,Crni Potok,15.873,45.238
522,Cabar,14.646,45.596
86,Cacvina,16.808,43.604
60,Canak,15.489,44.735
86,Catrnja,15.653,44.951
86,Cavoglave,16.336,43.783
72,Cecavac,17.459,45.382
86,Cepic,13.817,45.414
147,Cepikuce,17.837,42.856
60,Cepljani,13.58,45.403
86,Cervari,13.796,45.15
60,Cervar-Porat,13.597,45.273
72,Cigoc,16.631,45.414
60,Cingi-Lingi,17.055,46.136
60,Cista Mala,15.777,43.88
72,Covac,17.169,45.236
72,Covici,15.3,44.829
60,Cucici,15.498,45.743
60,Cuntic,16.305,45.363
86,Cvrljevo,16.02,43.761
123,Cvrljevo,16.315,43.706
60,Cuic Brdo,15.633,45.042
123,Cunski,14.409,44.59
147,Dabar,16.555,43.832
60,Dabar,15.303,44.954
103,Dabasnica,16.038,44.366
60,Dabrina,16.141,45.259
72,Dalj,18.987,45.485
435,Daruvar,17.224,45.594
86,Debelo Brdo,15.688,44.659
60,Deringaj,15.871,44.346
86,Desni Dubrovcak,16.341,45.642
123,Desno Trebarjevo,16.345,45.595
86,Divoselo,15.377,44.493
86,Djedina Rijeka,17.949,45.309
86,Dobranje,16.914,43.559
60,Dobrince,17.083,43.423
86,Dobropoljana,15.323,43.992
72,Dobroselo,16.045,44.485
72,Donja Brusovaca,15.727,45.219
103,Donja Oraovica,16.431,45.151
72,Donja Suvaja,16.109,44.41
103,Donja Trebinja,15.683,45.43
72,Donje Ceranje,15.596,43.963
60,Donje Jame,16.124,45.417
86,Donje Pazariste,15.192,44.65
86,Donje Planjane,16.144,43.785
123,Donje Primislje,15.469,45.209
60,Donje Rastane,15.402,44.015
60,Donji Bitelic,16.619,43.819
86,Donji Borki,17.318,45.567
103,Donji Furjan,15.692,45.07
103,Donji Hrusevec,16.068,45.537
72,Donji Karin,15.632,44.103
86,Donji Kasic,15.471,44.152
60,Donji Lipovcani,16.551,45.772
123,Donji Miholjac,18.161,45.761
72,Donji Sajn,14.958,45.499
86,Donji Strbci,15.999,44.651
72,Donji Vaganac,15.729,44.912
147,Dosen Dabar,15.124,44.572
123,Dragotinci,16.283,45.335
211,Dragove,14.933,44.113
86,Draguc,14.008,45.331
147,Drenje,14.149,45.015
103,Dreznica,15.092,45.137
