rmax,name,lon,lat
103,Abild,8.877,54.978
60,Faarvang,9.734,56.269
103,Jels,9.219,55.351
60,Loerslev,10.081,57.429
60,Rostrup,9.929,56.728
60,Sandager,9.93,55.328
86,Ejby,12.075,55.496
60,Ejby,11.839,55.693
86,Isenvad,9.201,56.1
147,Roedby,11.389,54.7
86,Hellebaek,12.546,56.077
72,Krunderup,8.542,56.396
86,Stroeby Egede,12.28,55.408
123,Hampen,9.354,56.013
72,Hoerby,10.387,57.323
60,Oue,9.976,56.695
72,Ebberup,9.987,55.246
72,Hjordkaer,9.301,55.026
86,Studsgaard,8.908,56.092
86,Sjoelund,9.533,55.403
147,Gjoel,9.732,57.068
103,Farstrup,9.467,56.985
147,Kibaek,8.863,56.029
103,Oedsted,9.394,55.658
72,Soender Onsild,9.765,56.584
86,Moensted,9.181,56.447
72,Bjaeverskov,12.041,55.45
60,Vonge,9.413,55.861
147,Faarup,9.839,56.547
60,Ullits,9.293,56.728
72,Snave,10.037,55.211
123,Vils,8.727,56.756
72,Uhre,9.048,55.932
72,Hornum,9.43,56.837
72,Vrensted,9.783,57.339
86,Bjerre,9.849,55.792
103,Sejerslev,8.866,56.925
60,Mosbjerg,10.282,57.507
72,Laurbjerg,9.92,56.359
123,Oester Hoejst,9.045,55
253,Agerbaek,8.79,55.604
60,Vidstrup,9.943,57.5
86,Skjoed,9.923,56.3
60,Jordrup,9.309,55.554
72,Havneby,8.558,55.093
86,Astrup,9.988,56.764
176,Vorbasse,9.075,55.632
60,Bjergby,10.047,57.517
72,Oerting,10.15,55.929
103,Glud,10.006,55.807
72,Pedersker,14.994,55.033
60,Sjoerring,8.578,56.947
123,Karby,8.561,56.756
60,Bedsted,9.105,55.065
123,Bedsted,8.399,56.81
72,Smidstrup,9.564,55.611
72,Husum-Ballum,8.665,55.076
72,Kettinge,11.739,54.696
86,Hornsyld,9.85,55.752
147,Harbooere,8.176,56.621
86,Skaevinge,12.152,55.902
176,Skaerbaek,8.756,55.16
211,Gram,9.035,55.29
176,Ulfborg,8.322,56.278
86,Glejbjerg,8.829,55.559
86,Tikoeb,12.447,56.02
60,Soendersoe,10.263,55.493
60,Holm,9.7,55.055
86,Nymindegab,8.197,55.816
86,Oedis,9.388,55.408
72,Klint,11.594,55.956
176,Ry,9.786,56.089
72,Fynshav,9.986,54.988
60,Saksild,10.227,55.979
103,Orehoved,11.851,54.952
60,Horne,8.535,55.729
435,Allinge-Sandvig,14.79,55.286
147,Noerre Nebel,8.291,55.773
103,Agerskov,9.12,55.136
72,Soender Bjert,9.56,55.454
103,Hammershoej,9.755,56.497
147,Stenstrup,10.506,55.125
86,Jerup,10.414,57.532
72,Klejtrup,9.623,56.589
103,Skoerping,9.898,56.839
86,Noerre Broby,10.223,55.253
60,Lodbjerg Hede,8.144,56.148
60,Stepping,9.36,55.35
72,Noerre Nissum,8.415,56.545
72,Fjellerup,10.587,56.502
253,Arden,9.87,56.769
60,Bonderup,9.369,57.06
86,Hundelev,9.847,57.425
72,Oestbirk,9.758,55.972
60,Harlev,10.007,56.148
72,Stenderup,8.845,55.699
72,Bur,8.428,56.366
363,Juelsminde,10.029,55.698
60,Skelund,10.197,56.757
86,Oestrup,9.474,56.749
60,Enslev,10.121,56.617
