rs,name,lon,lat
72,Annikoru,26.305,58.267
147,Laeva,26.381,58.486
103,Kavastu,27.045,58.384
123,Luunja,26.879,58.357
103,Laekvere,26.559,59.068
103,Muuga,26.628,59.11
176,Rakke,26.251,58.986
72,Veltsi,26.275,59.398
176,Ulvi,26.636,59.327
103,Ubja,26.43,59.414
103,Uhtna,26.563,59.395
123,Vajangu,26.01,59.109
303,Roela,26.592,59.167
176,Tudu,26.854,59.179
103,Vinni,26.428,59.292
86,Viru-Jaagupi,26.473,59.246
72,Viru-Nigula,26.69,59.445
176,Vosu,25.966,59.578
72,Vao,26.195,59.101
86,Vaike-Maarja,26.254,59.131
303,Ahja,27.074,58.208
176,Kanepi,26.757,57.986
147,Alavere,25.328,59.246
60,Harku,24.577,59.386
176,Muraste,24.428,59.456
72,Turisalu,24.307,59.412
103,Kostivere,25.099,59.426
176,Neeme,25.158,59.53
103,Klooga,24.224,59.321
103,Laulasmaa,24.225,59.387
60,Lehola,24.325,59.292
72,Haiba,24.469,59.128
103,Kaasiku,24.334,59.193
123,Kiili,24.84,59.306
60,Luige,24.774,59.332
253,Kose,25.168,59.184
147,Oru,24.989,59.189
123,Kolga,25.615,59.491
363,Kuusalu,25.444,59.446
176,Ardu,25.363,59.102
123,Habaja,25.167,59.107
60,Vihasoo,25.793,59.561
86,Riisipere,24.309,59.117
303,Turba,24.236,59.08
72,Harju-Risti,24.015,59.226
123,Arukula,25.074,59.365
60,Raasiku,25.174,59.367
147,Juri,24.918,59.359
103,Lagedi,24.938,59.404
103,Vaida,24.976,59.286
60,Kiisa,24.681,59.239
60,Jogisoo,24.503,59.275
72,Kiia,24.489,59.362
103,Aasmae,24.506,59.247
211,Rummu,24.199,59.231
60,Vasalemma,24.288,59.238
253,Emmaste,22.597,58.705
123,Korgessaare,22.467,58.981
363,Kaina,22.776,58.828
123,Suuremoisa,22.952,58.873
253,Aseri,26.865,59.451
253,Avinurme,26.863,58.985
751,Iisaku,27.31,59.101
123,Kuremae,27.535,59.2
103,Lohusuu,27.048,58.948
103,Purtse,27.011,59.421
103,Kiikla,27.236,59.284
253,Maetaguse,27.294,59.225
86,Sonda,26.832,59.35
123,Toila,27.507,59.422
60,Voka,27.584,59.404
147,Tudulinna,27.082,59.036
60,Sinimae,27.875,59.375
86,Kuremaa,26.537,58.736
86,Laiuse,26.494,58.787
60,Siimusti,26.342,58.728
103,Vaimastvere,26.287,58.814
103,Vagari,26.226,58.731
123,Pala,27.018,58.673
147,Palamuse,26.585,58.685
176,Puurmani,26.299,58.574
86,Adavere,25.896,58.709
72,Esku,25.89,58.641
72,Kaapa,26.848,58.698
103,Voore,26.747,58.716
123,Maarja-Magdaleena,26.738,58.61
176,Tabivere,26.599,58.548
103,Sadala,26.605,58.863
123,Torma,26.741,58.821
72,Ahula,25.726,59.111
72,Albu,25.661,59.154
123,Ambla,25.839,59.192
176,Aravete,25.752,59.143
86,Imavere,25.767,58.734
363,Jarva-Jaani,25.881,59.039
123,Kabala,25.63,58.693
103,Peetri,25.842,58.942
123,Koeru,26.024,58.963
60,Vao,25.976,58.938
147,Koigi,25.749,58.838
60,Janeda,25.688,59.246
86,Lehtse,25.823,59.253
123,Oisu,25.563,58.758
103,Tarbja,25.585,58.929
60,Roosna-Alliku,25.708,59.027
60,Vaatsa,25.453,58.889
123,Komsi,23.633,58.626
123,Vatla,23.725,58.561
211,Virtsu,23.524,58.578
103,Koluvere,24.102,58.905
60,Kullamaa,24.076,58.88
103,Kirbla,23.95,58.726
72,Tuudi,23.731,58.662
123,Purksi,23.521,59.007
72,Linnamae,23.715,58.996
123,Joodre,23.623,58.866
86,Panga,23.583,58.829
103,Risti,24.057,58.998
103,Palivere,23.894,58.966
103,Taebla,23.743,58.957
211,Hullo,23.243,58.993
147,Simuna,26.393,59.044
72,Aaspere,26.135,59.441
60,Essu,26.367,59.435
147,Haljala,26.264,59.433
123,Kadrina,26.134,59.344
751,Orissaare,23.082,58.559
103,Koljala,22.685,58.369
253,Salme,22.25,58.163
363,Valjala,22.795,58.41
123,Alatskivi,27.134,58.6
86,Roiu,26.866,58.3
211,Kambja,26.7,58.234
60,Vana-Kuuste,26.783,58.255
176,Kabli,24.442,58.004
103,Lullemae,26.375,57.751
147,Nouni,26.523,58.131
72,Palupera,26.34,58.117
72,Aakre,26.199,58.097
176,Puka,26.234,58.055
303,Otepaa,26.497,58.06
123,Sihva,26.428,58.011
211,Keeni,26.273,57.955
147,Tsirguliina,26.195,57.864
103,Halliste,25.44,58.164
103,Oisu,25.547,58.198
176,Treimani,24.388,57.921
176,Kergu,24.756,58.669
626,Lemsi,24.007,58.13
