rmax,name,lon,lat
72,Carbalia,28.446,45.873
522,Gotesti,28.17,46.144
60,Hanaseni,28.324,46.35
86,Toceni,28.218,46.367
147,Sadic,28.515,46.269
147,Larguta,28.329,46.31
72,Enichioi,28.418,46.22
60,Tolica,28.481,46.194
86,Hanasenii Noi,28.255,46.417
72,Nicolaevca,28.253,46.39
60,Valea Florii,28.438,46.713
123,Orac,28.458,46.67
72,Sarata-Razesi,28.264,46.615
123,Sarateni,28.467,46.61
103,Sirma,28.245,46.526
60,Cucoara,28.169,46.055
60,Doina,28.328,46.112
72,Samalia,28.437,46.272
103,Besalma,28.646,46.171
72,Besghioz,28.873,46.119
60,Pinzareni,27.679,47.618
123,Ilenuta,27.712,47.636
60,Obreja Veche,27.659,47.676
72,Navirnet,27.56,47.589
60,Hincesti,27.501,47.545
103,Izvoare,27.666,47.435
147,Pruteni,27.551,47.502
60,Hiliuti,27.762,47.669
72,Horesti,27.579,47.431
86,Andrusul de Jos,28.218,45.983
60,Andrusul de Sus,28.247,46.007
60,Larga Noua,28.223,46.071
60,Badicul Moldovenesc,28.265,46.096
147,Crihana Veche,28.192,45.846
103,Rosu,28.197,45.949
60,Cotihana,28.242,45.938
60,Frumusica,28.477,46.082
176,Giurgiulesti,28.198,45.481
103,Vadul lui Isac,28.172,45.763
176,Valeni,28.176,45.637
103,Scoreni,28.607,47.068
60,Capriana,28.502,47.117
60,Fagadau,27.802,47.442
103,Scumpia,27.737,47.469
60,Taxobeni,27.586,47.388
60,Firladeni,28.686,46.788
86,Boghiceni,28.324,46.947
60,Huluboaia,28.335,46.053
86,Sinesti,28.05,47.397
60,Negrea,28.393,46.813
60,Talaiesti,28.265,46.8
72,Crasnoarmeiscoe,28.282,46.829
176,Baimaclia,28.39,46.187
86,Cotovscoe,28.514,46.159
60,Ciietu,28.481,46.136
60,Capaclia,28.4,46.329
103,Cirpesti,28.34,46.261
86,Cociulia,28.413,46.353
211,Burlaceni,28.505,45.759
86,Alexanderfeld,28.428,45.809
86,Gavanoasa,28.385,45.76
86,Brinza,28.174,45.674
60,Colibabovca,28.429,46.649
