rmax,name,lon,lat
363,Bilovodsk,39.579,49.201
60,Vypasne,30.259,46.19
253,Reshetylivka,34.074,49.563
123,Verkhivtseve,34.248,48.481
176,Slov'ianoserbsk,38.98,48.693
211,Hubynykha,35.254,48.809
522,Ichki,34.932,45.344
3870,Dnipro,35.018,48.468
1867,Kryvyi Rih,33.395,47.92
626,Sarny,26.608,51.333
522,Rudky,23.487,49.654
103,Shevchenko,37.145,48.221
72,Heorhiivka,39.255,48.428
901,Sevastopol,33.54,44.592
363,Zarichne,26.125,51.82
435,Boryspil,30.956,50.359
211,Yalta,37.273,46.958
363,Zelenodolsk,33.654,47.557
86,Voznesenka,35.46,46.87
211,Kozacha Lopan,36.184,50.335
253,Velyki Kopani,32.974,46.49
176,Hnivan,28.347,49.091
901,Olevsk,27.649,51.226
176,Shchastia,39.23,48.737
303,Horodnytsia,27.317,50.809
123,Dokuchaievske,36.451,49.893
72,Andriivka,36.622,49.535
8023,Odesa,30.718,46.473
211,Vyshhorod,30.49,50.586
60,Rodakove,39.026,48.558
147,Kozova,25.159,49.431
86,Pechenizhyn,24.889,48.514
86,Partenit,34.342,44.575
435,Volochysk,26.209,49.536
60,Liubymivka,33.572,46.807
1081,Kremenchuk,33.434,49.078
1297,Pervomaisk,30.844,48.039
86,Rubizhne,38.388,49.009
253,Znam'ianka,32.674,48.715
435,Sievierodonetsk,38.479,48.948
253,Lozuvatka,33.292,48.064
211,Debaltseve,38.418,48.341
626,Bashtanka,32.44,47.405
522,Chutove,35.167,49.715
522,Myrhorod,33.61,49.965
901,Ivano-Frankivsk,24.712,48.916
253,Armiansk,33.692,46.109
211,Zorynsk,38.619,48.415
363,Borshchiv,26.04,48.802
211,Novhorodka,32.653,48.355
303,Lutuhyne,39.21,48.403
103,Bezliudivka,36.273,49.871
176,Ovidiopol,30.435,46.253
147,Mishkovo-Pohorilove,32.105,46.995
253,Dniprorudne,34.991,47.382
147,Dubliany,24.086,49.901
901,Shepetivka,27.064,50.183
147,Turbiv,28.727,49.342
435,Lymanske,29.97,46.666
123,Druzhkivka,37.529,48.617
123,Kivsharivka,37.679,49.63
303,Dubove,23.893,48.193
72,Voznesenivka,39.787,48.074
211,Petropavlivka,36.436,48.455
522,Rozdilna,30.077,46.848
72,Bushtyno,23.479,48.053
211,Radekhiv,24.643,50.279
176,Zolote,38.516,48.693
72,Kalynivka,30.232,50.226
211,Novhorod-Siverskyi,33.263,52.009
211,Bohorodchany,24.538,48.807
211,Shumsk,26.116,50.118
103,Panteleimonivka,37.973,48.203
86,Kypuche,38.719,48.439
363,Bilmak,36.648,47.358
522,Yevpatoriia,33.365,45.203
147,Yavoriv,23.388,49.94
60,Staryi Krym,37.478,47.164
303,Berezna,31.784,51.57
303,Mala Vyska,31.633,48.644
211,Piskivka,29.611,50.702
72,Kolinkivtsi,26.127,48.41
435,Yuzhne,31.101,46.624
211,Volodarka,29.914,49.526
363,Korets,27.159,50.619
