rmax,name,lon,lat
100000,Tiranë,19.801,41.344
303,Durrës,19.468,41.321
1867,Vlorë,19.487,40.463
435,Elbasan,20.08,41.114
1556,Shkodra,19.51,42.069
1297,Korçë,20.78,40.618
522,Fier,19.559,40.726
435,Berat,19.95,40.705
522,Pogradec,20.663,40.896
435,Lushnja,19.704,40.94
253,Kavajë,19.558,41.186
522,Lezhë,19.644,41.781
1081,Sarandë,20.008,39.873
435,Gjirokastër,20.14,40.078
751,Kukës,20.424,42.078
901,Dibër,20.433,41.685
123,Libonik,20.719,40.683
176,Kuçovë,19.917,40.802
435,Mat,20.009,41.61
176,Rrogozhinë,19.639,41.09
86,Shijak,19.562,41.345
303,Laç,19.714,41.636
363,Prrenjas,20.566,41.077
86,Patos,19.625,40.681
253,Fushë-Krujë,19.723,41.478
86,Kruje,19.79,41.51
86,Tërbuf,19.635,41.051
123,Vau i Dejës,19.621,41.999
176,Roskovec,19.696,40.729
363,Gramsh,20.184,40.866
211,Devoll,20.985,40.626
176,Frakull,19.515,40.642
253,Mallakastër,19.736,40.597
522,Tropojë,20.074,42.362
211,Maqellarë,20.485,41.583
303,Bulqizë,20.216,41.499
211,Librazhd,20.319,41.179
363,Përmet,20.358,40.236
86,Peqin,19.751,41.047
