rs,name,lon,lat
103,Bonneville,6.409,46.078
60,Le Grau-du-Roi,4.138,43.534
72,Duras,0.179,44.677
176,Morosaglia,9.208,42.464
60,Javron-les-Chapelles,-0.335,48.417
123,Montclar,6.351,44.412
60,Causse-et-Diege,2.026,44.54
72,Semoutiers-Montsaon,5.058,48.059
60,Le Parc,-1.292,48.759
103,Saint-Medard-la-Rochette,2.149,46.044
103,Cherves-Richemont,-0.356,45.744
123,Morannes sur Sarthe-Daumeray,-0.417,47.744
363,Romorantin-Lanthenay,1.747,47.359
103,Plateau d'Hauteville,5.602,45.977
72,Les Auxons,5.97,47.3
86,Brissac Loire Aubance,-0.448,47.357
211,Montmoreau,0.131,45.396
253,Montval-sur-Loir,0.419,47.695
86,Les Deux Alpes,6.125,45.013
72,Sains-Richaumont,3.703,49.823
103,Domfront en Poiraie,-0.649,48.594
72,Livarot-Pays-d'Auge,0.15,49.004
72,Paris 20e,2.399,48.865
72,Turquestein-Blancrupt,7.099,48.549
147,Boischampre,0.006,48.666
72,La Baule-Escoublac,-2.394,47.283
60,Lattes,3.902,43.568
103,Villeneuve-en-Perseigne,0.254,48.447
86,Gajac,-0.124,44.438
72,Liesville-sur-Douve,-1.321,49.354
72,Riez,6.093,43.817
103,Puimoisson,6.128,43.863
60,Ombleze,5.218,44.852
60,Les Touches-de-Perigny,-0.273,45.902
103,Saint-Sulpice-la-Pointe,1.683,43.776
60,Onesse-Laharie,-1.069,44.062
626,Cosne-Cours-sur-Loire,2.925,47.41
176,Thizy-les-Bourgs,4.309,46.032
303,Bauge-en-Anjou,-0.1,47.54
103,Chemille-en-Anjou,-0.732,47.215
147,Roquesteron,7.006,43.874
72,Riec-sur-Belon,-3.693,47.843
60,Vieille-Brioude,3.405,45.265
60,Menetreol-sur-Sauldre,2.307,47.448
72,Blancafort,2.529,47.532
435,Saint-Amand-Montrond,2.507,46.721
211,Aubigny-sur-Nere,2.441,47.489
123,Saint-Satur,2.853,47.34
86,Razes,1.345,46.037
72,Caussols,6.9,43.741
86,Plouzane,-4.6,48.38
60,Lafitole,0.071,43.444
147,Daluis,6.812,44.027
435,Royan,-1.042,45.623
72,Monts,0.643,47.275
123,Avricourt,6.807,48.65
86,Gentioux-Pigerolles,1.996,45.785
72,Plaimpied-Givaudins,2.455,46.998
86,Luc-la-Primaube,2.535,44.314
86,Javerlhac-et-la-Chapelle-Saint-Robert,0.561,45.57
123,Saint-Erme-Outre-et-Ramecourt,3.838,49.514
72,Mailley-et-Chazelot,6.052,47.537
60,Fretigney-et-Velloreille,5.946,47.487
103,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,5.675,47.506
60,Valdeblore,7.171,44.071
103,Ceilhes-et-Rocozels,3.111,43.803
211,Tignes,6.91,45.469
103,Mezidon Vallee d'Auge,-0.059,49.08
60,Conde-Northen,6.432,49.155
72,Hede-Bazouges,-1.801,48.295
86,Fonsomme,3.399,49.902
123,Cherier,3.909,45.965
103,Perceneige,3.406,48.352
72,Varennes-les-Narcy,3.071,47.215
60,Saint-Cirq-Souillaguet,1.458,44.708
86,Douville,0.594,44.988
72,Vielle-Saint-Girons,-1.301,43.949
60,Saint-Felix-de-Foncaude,-0.096,44.654
211,Bar-sur-Seine,4.374,48.114
60,Magny-les-Hameaux,2.084,48.724
60,Auvers,-1.323,49.296
60,Trespoux-Rassiels,1.37,44.414
86,Bogny-sur-Meuse,4.766,49.855
363,Cambrai,3.235,50.176
72,Certines,5.264,46.132
60,Saint-Yrieix-sur-Charente,0.128,45.675
86,Autreches,3.138,49.439
253,Vallet,-1.265,47.162
176,Saint-Philbert-de-Grand-Lieu,-1.641,47.038
60,Fegreac,-2.041,47.586
72,Saint-Etienne-de-Cuines,6.291,45.342
60,Fesmy-le-Sart,3.678,50.042
72,Changy,4.252,46.402
