cc,rs,name,lon,lat,r1
SK,172,Krupina,19.067,48.355,100
SK,172,Sebechleby,18.954,48.276,100
SK,735,Lucenec,19.67,48.329,296
SK,172,Hrhov,20.751,48.606,100
SK,144,Radosovce,17.28,48.769,100
SK,426,Trnava,17.582,48.374,247
SK,206,Petrovce,21.481,49,100
SK,120,Gemersky Jablonec,19.979,48.195,100
SK,511,Nove Zamky,18.162,47.987,247
SK,247,Smolenice,17.427,48.504,100
SK,144,Neporadza,20.387,48.363,100
SK,172,Medzev,20.894,48.698,100
SK,172,Kamenin,18.644,47.888,100
SK,120,Ziar nad Hronom,18.863,48.586,120
SK,120,Sklene,18.826,48.785,100
SK,2191,Zilina,18.74,49.216,511
SK,120,Zlata Bana,21.418,48.95,100
SK,206,Tuzina,18.615,48.895,100
SK,296,Prochot,18.704,48.615,100
SK,247,Plesivec,20.408,48.548,100
SK,120,Slavosovce,20.277,48.715,100
SK,120,Zazriva,19.15,49.259,100
SK,172,Kysucke Nove Mesto,18.785,49.301,100
SK,206,Sabinov,21.099,49.103,100
SK,296,Liptovsky Mikulas,19.612,49.084,296
SK,144,Kvacany,19.538,49.163,100
SK,144,Nyrovce,18.577,48.022,100
SK,120,Plastovce,18.98,48.159,100
SK,172,Pukanec,18.722,48.351,100
SK,172,Tekovske Luzany,18.538,48.099,100
SK,144,Tlmace,18.538,48.29,100
SK,172,Levoca,20.587,49.02,100
SK,172,Torysky,20.676,49.097,100
SK,144,Cabiny,21.905,49.175,100
SK,206,Medzilaborce,21.905,49.272,120
SK,144,Vranov nad Toplou,21.683,48.891,120
SK,144,Cabov,21.643,48.804,100
SK,120,Gelnica,20.942,48.856,100
SK,172,Mnisek nad Hnilcom,20.805,48.798,100
SK,120,Smolnik,20.736,48.726,100
SK,355,Sala,17.872,48.149,144
SK,247,Topolcany,18.172,48.56,206
SK,120,Repiste,18.846,48.516,100
SK,511,Bardejov,21.282,49.295,247
SK,206,Kezmarok,20.429,49.134,100
SK,144,Banovce nad Bebravou,18.26,48.722,100
SK,120,Tisovec,19.944,48.678,100
SK,206,Hertnik,21.237,49.207,100
SK,172,Sobrance,22.18,48.745,100
SK,247,Spisska Nova Ves,20.565,48.938,144
SK,882,Banska Bystrica,19.147,48.739,355
SK,172,Badin,19.125,48.655,100
SK,144,Hrochot,19.308,48.657,100
SK,144,Brusno,19.386,48.792,120
SK,296,Velky Krtis,19.34,48.215,120
SK,735,Bratislava,17.119,48.154,426
SK,2191,Kosice,21.26,48.724,1058
SK,120,Osadne,22.151,49.14,100
SK,172,Snina,22.155,48.988,120
SK,296,Stara Lubovna,20.693,49.302,144
SK,120,Circ,20.923,49.28,100
SK,613,Trencin,18.038,48.893,247
SK,120,Omsenie,18.226,48.901,100
SK,120,Svinna,18.164,48.787,100
SK,355,Komarno,18.134,47.763,172
SK,120,Malinec,19.684,48.498,100
SK,206,Poltar,19.796,48.433,100
SK,247,Michalovce,21.906,48.749,206
SK,144,Velke Levare,17.001,48.505,100
SK,144,Lozorno,17.044,48.334,100
SK,426,Malacky,17.02,48.438,144
SK,172,Stupava,17.034,48.271,100
SK,172,Velke Ripnany,17.977,48.495,100
SK,144,Zavada,18.082,48.641,100
SK,144,Kamenany,20.192,48.578,100
SK,355,Revuca,20.115,48.685,206
SK,247,Rimavska Sobota,20.017,48.385,172
SK,120,Jovsa,22.092,48.815,100
SK,172,Myjava,17.567,48.751,100
SK,296,Nove Mesto nad Vahom,17.836,48.766,120
SK,144,Zborov,21.307,49.363,100
SK,613,Humenne,21.906,48.938,144
SK,120,Koskovce,21.958,49.046,100
SK,120,Strelniky,19.393,48.723,100
SK,247,Banska Stiavnica,18.909,48.448,100
SK,120,Beluj,18.892,48.352,100
SK,206,Brezno,19.64,48.803,206
SK,247,Drabsko,19.654,48.651,100
SK,247,Kecerovce,21.417,48.825,100
SK,247,Trebisov,21.72,48.637,100
SK,206,Michalany,21.622,48.508,100
SK,247,Pezinok,17.27,48.29,120
SK,247,Stropkov,21.651,49.203,100
SK,206,Giraltovce,21.519,49.114,100
SK,120,Marcelova,18.284,47.791,100
SK,613,Nitra,18.079,48.302,511
SK,172,Cifare,18.392,48.234,100
SK,144,Kolinany,18.196,48.359,100
SK,120,Zbehy,18.012,48.364,100
SK,144,Senec,17.387,48.215,100
SK,247,Dunajska Streda,17.623,47.991,172
SK,120,Balon,17.677,47.827,100
SK,144,Jahodna,17.705,48.05,100
SK,296,Zlate Moravce,18.396,48.379,120
SK,172,Hlohovec,17.805,48.427,120
SK,120,Pavcina Lehota,19.571,49.033,100
SK,882,Poprad,20.301,49.051,426
SK,120,Hranovnica,20.307,48.987,100
SK,511,Presov,21.244,48.993,206
SK,511,Piestany,17.824,48.587,172
SK,296,Senica,17.37,48.681,144
SK,120,Borsky Mikulas,17.213,48.63,100
SK,120,Kuty,17.028,48.661,100
SK,247,Sekule,17,48.599,100
SK,172,Valca,18.849,49,100
SK,144,Namestovo,19.482,49.41,100
SK,426,Liptovska Luzna,19.324,48.94,120
SK,172,Ruzomberok,19.305,49.082,172
SK,144,Gbely,17.117,48.719,100
SK,120,Cierny Balog,19.652,48.747,100
SK,144,Skalite,18.891,49.498,100
SK,144,Gabcikovo,17.58,47.893,100
SK,120,Zakamenne,19.281,49.379,100
SK,296,Dobsina,20.367,48.819,120
SK,120,Belusa,18.332,49.069,100
SK,120,Cana,21.321,48.607,100
SK,296,Sahy,18.95,48.07,172
SK,144,Hurbanovo,18.194,47.875,100
SK,247,Hnusta,19.956,48.575,100
SK,120,Secovce,21.655,48.704,100
SK,172,Velke Kapusany,22.077,48.554,100
SK,206,Surany,18.179,48.089,100
SK,120,Filakovo,19.822,48.272,100
SK,172,Kolarovo,18.008,47.91,100
SK,296,Moldava nad Bodvou,20.999,48.608,120
SK,247,Samorin,17.316,48.029,120
SK,172,Sered,17.736,48.286,100
CZ,144,Blovice,13.54,49.582,100
CZ,172,Novy Hrozenkov,18.198,49.337,100
CZ,120,Bezverov,13.059,49.995,100
CZ,120,Bezdruzice,12.971,49.907,120
CZ,120,Kaznejov,13.383,49.893,100
CZ,144,Lidecko,18.051,49.203,100
CZ,144,Planice,13.471,49.39,100
CZ,120,Jemnice,15.57,49.019,100
CZ,172,Bor,12.775,49.712,100
CZ,120,Bobrova,16.119,49.475,100
CZ,120,Bochov,13.045,50.151,100
CZ,144,Osice,15.686,50.143,100
CZ,120,Nova Rise,15.564,49.139,100
CZ,144,Nyrsko,13.144,49.294,100
CZ,172,Otaslavice,17.071,49.388,100
CZ,120,Kurivody,14.804,50.586,100
CZ,144,Bolebor,13.413,50.54,100
CZ,172,Oldrichov v Hajich,15.084,50.85,100
CZ,120,Chynava,14.074,50.027,100
CZ,120,Borovany,14.642,48.899,100
CZ,206,Libochovice,14.044,50.406,100
CZ,144,Holysov,13.101,49.594,100
CZ,120,Nemcice,15.294,50.084,100
CZ,144,Bedrichov,15.598,50.729,100
CZ,355,Luby,12.406,50.252,100
CZ,120,Morkovice,17.208,49.248,100
CZ,120,Netolice,14.197,49.049,100
CZ,172,Bystre,16.347,49.628,100
CZ,172,Nepomuk,13.582,49.486,100
CZ,120,Olsany,13.627,49.401,100
CZ,206,Liskovec,17.181,49.123,100
CZ,120,Bzova,13.862,49.898,100
CZ,120,Cernovice,14.961,49.373,100
CZ,120,Rataje,17.111,49.587,100
CZ,247,Jesenice,13.469,50.097,100
CZ,120,Chrast,15.934,49.902,100
CZ,172,Lomnice,16.414,49.405,100
CZ,144,Otnice,16.814,49.086,100
CZ,120,Chodova Plana,12.73,49.893,100
CZ,206,Vyssi Brod,14.312,48.616,100
CZ,144,Lomnice nad Luznici,14.717,49.085,100
CZ,247,Mirosov,13.658,49.688,100
CZ,206,Miroslav,16.313,48.948,100
CZ,120,Mirotice,14.037,49.429,100
CZ,144,Nova Bystrice,15.103,49.019,100
CZ,120,Radimer,16.431,49.699,100
CZ,120,Rana,13.779,50.412,100
CZ,172,Velka Skrovnice,16.317,50.03,100
CZ,144,Olesna,14.31,49.346,100
CZ,172,Belice,14.472,49.766,100
CZ,120,Liptal,17.922,49.291,100
CZ,206,Chvalcov,17.711,49.389,100
CZ,296,Pacov,15.002,49.471,120
CZ,120,Lukov,17.73,49.29,100
CZ,144,Skaly,17.224,49.913,100
CZ,206,Horni Briza,13.356,49.84,100
CZ,144,Radonice,13.285,50.298,100
CZ,120,Merin,15.884,49.393,100
CZ,172,Kremze,14.306,48.905,100
CZ,172,Ceska Kamenice,14.418,50.798,100
CZ,144,Sitborice,16.78,49.014,100
CZ,120,Sevetin,14.572,49.1,100
CZ,120,Niva,16.852,49.445,100
CZ,172,Mnichov,17.38,50.137,100
CZ,144,Moravsky Beroun,17.442,49.794,100
CZ,120,Nadejkov,14.479,49.503,100
CZ,120,Koberice,18.052,49.985,100
CZ,172,Cerna v Posumavi,14.111,48.738,100
CZ,144,Kolinec,13.439,49.299,100
CZ,144,Lany,15.557,50.446,100
CZ,120,Doloplazy,17.411,49.567,100
CZ,144,Krpy,14.689,50.329,100
CZ,172,Zirovnice,15.188,49.253,100
CZ,120,Kozi,13.294,49.307,100
CZ,144,Kostalov,15.404,50.572,100
CZ,144,Roztoky,13.868,50.027,100
CZ,206,Smirice,15.865,50.3,100
CZ,172,Tis,15.493,49.705,100
CZ,206,Vizovice,17.855,49.223,100
CZ,120,Slavonice,15.352,48.998,100
CZ,144,Hrotovice,16.061,49.108,100
CZ,120,Bela nad Radbuzou,12.718,49.591,100
CZ,172,Trhove Sviny,14.639,48.842,100
CZ,172,Kraliky,16.761,50.084,120
CZ,247,Breznice,13.951,49.558,100
CZ,120,Mlada Vozice,14.809,49.533,100
CZ,206,Manetin,13.233,49.992,100
CZ,120,Hluboke Masuvky,16.026,48.924,100
CZ,120,Belcice,13.876,49.502,100
CZ,206,Polna,15.719,49.487,100
CZ,120,Brasy,13.578,49.837,100
CZ,120,Pohorelice,16.524,48.981,100
CZ,144,Kamenna,17.031,49.859,100
CZ,144,Slopne,17.847,49.156,100
CZ,172,Hermanuv Mestec,15.665,49.947,100
CZ,144,Hrusovany nad Jevisovkou,16.403,48.83,100
CZ,120,Castrov,15.18,49.308,100
CZ,120,Studene,16.589,50.067,100
CZ,172,Loucna nad Desnou,17.091,50.072,100
CZ,120,Celadna,18.338,49.549,100
CZ,172,Mnisek pod Brdy,14.262,49.866,100
CZ,144,Horni Ujezd,16.233,49.803,100
CZ,120,Modrava,13.499,49.024,100
CZ,120,Cenkov,14.004,49.777,100
CZ,120,Strani,17.707,48.902,100
CZ,144,Petrovice,14.767,50.809,100
CZ,120,Potstat,17.652,49.637,100
CZ,120,Radesin,14.145,50.34,100
CZ,172,Zruc nad Sazavou,15.106,49.74,100
CZ,172,Lazanky,16.388,49.279,100
CZ,296,Doksy,14.656,50.565,100
CZ,144,Zajeci,16.766,48.873,100
CZ,120,Zliv,14.366,49.066,100
CZ,144,Kopidlno,15.27,50.331,100
CZ,172,Stare Mesto,16.947,50.162,100
CZ,355,Kralovice,13.487,49.982,120
CZ,120,Senozaty,15.198,49.569,100
CZ,144,Cesky Dub IV,14.993,50.659,100
CZ,144,Sedlec,14.533,49.572,100
CZ,144,Male Predmesti,12.933,49.529,100
CZ,296,Srni,13.48,49.087,120
CZ,172,Tremosnice,15.58,49.869,100
CZ,120,Zlutice,13.163,50.092,120
CZ,120,Bukova,13.824,49.628,100
CZ,120,Zbilidy,15.423,49.444,100
CZ,144,Zbraslavice,15.183,49.812,100
CZ,120,Stare Herminovy,17.626,49.933,100
CZ,144,Votice,14.639,49.64,120
CZ,144,Chynov,14.811,49.407,100
CZ,144,Turov,15.996,49.989,100
CZ,172,Stitary,15.844,48.935,100
CZ,120,Udraz,14.309,49.282,100
CZ,247,Velke Opatovice,16.679,49.612,100
CZ,206,Volary,13.887,48.909,100
CZ,296,Volyne,13.886,49.166,100
CZ,206,Cernosice,14.32,49.96,100
CZ,735,Znojmo,16.049,48.856,296
CZ,144,Steti,14.374,50.453,100
CZ,120,Bystrice nad Pernstejnem,16.262,49.523,120
CZ,172,Prelouc,15.559,50.037,120
CZ,144,Vitkov,17.749,49.775,100
CZ,172,Rosice,16.388,49.182,100
CZ,206,Ceska Lipa,14.538,50.686,172
CZ,735,Jihlava,15.591,49.396,511
CZ,144,Trinec,18.67,49.678,100
CZ,247,Veseli nad Moravou,17.383,48.952,100
CZ,296,Susice,13.52,49.232,120
CZ,511,Cheb,12.374,50.08,247
CZ,355,Cesky Krumlov,14.315,48.812,144
CZ,735,Ceske Budejovice,14.474,48.975,613
CZ,2191,Brno,16.61,49.193,735
CZ,172,Zabreh,16.872,49.883,100
CZ,247,Dvur Kralove nad Labem,15.814,50.432,100
CZ,206,Koprivnice,18.145,49.6,100
CZ,735,Olomouc,17.251,49.594,355
CZ,120,Brandys nad Labem-Stara Boleslav,14.663,50.188,120
CZ,172,Vlasim,14.899,49.706,120
CZ,511,Karlovy Vary,12.886,50.221,247
CZ,355,Zatec,13.546,50.327,100
CZ,144,Napajedla,17.512,49.172,100
CZ,206,Louny,13.797,50.357,120
CZ,206,Dobris,14.167,49.781,100
CZ,426,Hlinsko,15.908,49.762,172
CZ,206,Jicin,15.351,50.438,206
CZ,296,Sternberk,17.299,49.73,120
CZ,144,Moravska Trebova,16.664,49.759,100
CZ,247,Ceska Trebova,16.447,49.902,120
CZ,511,Svitavy,16.468,49.757,247
CZ,120,Policka,16.265,49.715,100
CZ,172,Vysoke Myto,16.161,49.954,144
CZ,206,Novy Bydzov,15.491,50.242,100
CZ,426,Pisek,14.147,49.31,247
CZ,144,Horice,15.632,50.366,100
CZ,355,Marianske Lazne,12.701,49.965,172
CZ,247,Stribro,13.004,49.753,172
CZ,247,Boskovice,16.66,49.488,100
CZ,120,Trebon,14.77,49.004,120
CZ,882,Plzen,13.377,49.748,511
CZ,206,Kromeriz,17.393,49.298,120
CZ,172,Vodnany,14.175,49.149,120
CZ,735,Zlin,17.666,49.227,296
CZ,206,Brumov-Bylnice,18.022,49.092,100
CZ,206,Nejdek,12.729,50.322,100
CZ,206,Ricany,14.654,49.992,120
CZ,120,Slapanice,16.727,49.169,100
CZ,144,Dubnany,17.09,48.917,100
CZ,144,Chomutov,13.418,50.46,120
CZ,247,Tachov,12.634,49.795,144
CZ,296,Sedlcany,14.427,49.661,120
CZ,144,Strakonice,13.902,49.262,120
CZ,120,As,12.195,50.224,100
CZ,247,Prostejov,17.112,49.472,100
CZ,355,Turnov,15.157,50.587,120
CZ,206,Rychnov nad Kneznou,16.275,50.163,172
CZ,1269,Tabor,14.658,49.414,355
CZ,247,Decin,14.214,50.783,100
CZ,426,Most,13.636,50.503,206
CZ,247,Kadan,13.271,50.376,100
CZ,247,Domazlice,12.929,49.441,172
CZ,120,Bilina,13.775,50.549,100
CZ,296,Krnov,17.704,50.089,120
CZ,247,Trest,15.482,49.291,100
CZ,172,Dacice,15.437,49.082,172
CZ,120,Pelhrimov,15.223,49.431,120
CZ,206,Kralupy nad Vltavou,14.312,50.241,100
CZ,172,Ivancice,16.378,49.101,120
CZ,206,Valasske Mezirici,17.971,49.472,100
CZ,120,Telc,15.452,49.185,100
CZ,172,Havlickuv Brod,15.581,49.608,172
CZ,511,Benesov,14.687,49.782,247
CZ,1058,Ostrava,18.281,49.835,426
CZ,206,Moravske Budejovice,15.809,49.052,144
CZ,172,Humpolec,15.359,49.542,100
CZ,206,Vrchlabi,15.609,50.627,144
CZ,172,Kutna Hora,15.268,49.949,100
CZ,206,Zdar nad Sazavou,15.939,49.563,172
CZ,247,Litomerice,14.131,50.534,100
CZ,206,Litvinov,13.61,50.601,100
CZ,511,Sumperk,16.971,49.965,296
CZ,296,Prachatice,13.997,49.014,172
CZ,247,Pribram,14.01,49.691,247
CZ,735,Usti nad Labem,14.04,50.661,296
CZ,120,Hlucin,18.192,49.898,100
CZ,355,Trebic,15.881,49.216,172
CZ,355,Kyjov,17.123,49.01,120
CZ,355,Vyskov,16.998,49.278,172
CZ,247,Tyn nad Vltavou,14.421,49.223,144
CZ,144,Rakovnik,13.733,50.105,144
CZ,120,Sobeslav,14.718,49.261,120
CZ,206,Vsetin,17.996,49.339,172
CZ,735,Klatovy,13.294,49.396,296
CZ,613,Hodonin,17.132,48.849,296
CZ,247,Blatna,13.882,49.425,144
CZ,296,Beroun,14.071,49.965,144
CZ,172,Slany,14.087,50.23,100
CZ,206,Milevsko,14.36,49.451,120
CZ,247,Kladno,14.103,50.147,172
CZ,511,Kolin,15.2,50.029,296
CZ,3784,Praha,14.417,50.085,1522
CZ,120,Varnsdorf,14.618,50.912,100
CZ,1058,Hradec Kralove,15.833,50.209,426
CZ,426,Trutnov,15.912,50.562,172
CZ,355,Pardubice,15.78,50.039,144
CZ,206,Jesenik,17.205,50.229,100
CZ,172,Velke Mezirici,16.012,49.355,120
CZ,144,Jablunkov,18.765,49.577,100
CZ,120,Bruntal,17.465,49.988,120
CZ,296,Frydek-Mistek,18.348,49.686,100
CZ,120,Havirov,18.436,49.781,100
CZ,426,Odry,17.831,49.663,144
CZ,120,Zelezny Brod,15.254,50.643,100
CZ,206,Dobruska,16.16,50.292,100
CZ,296,Blansko,16.643,49.363,144
CZ,206,Breclav,16.882,48.759,120
CZ,511,Melnik,14.474,50.351,172
CZ,296,Mlada Boleslav,14.903,50.412,296
CZ,426,Jindrichuv Hradec,15.002,49.145,206
CZ,144,Kaplice,14.496,48.739,100
CZ,206,Prerov,17.45,49.454,120
CZ,355,Opava,17.902,49.939,206
BE,247,Aarschot,4.836,50.985,172
BE,120,Anhee,4.877,50.31,100
BE,296,Arlon,5.817,49.684,144
BE,120,Asse,4.201,50.91,100
BE,247,Ath,3.774,50.629,100
BE,120,Baillonville,5.34,50.29,100
BE,172,Barvaux,5.495,50.351,120
BE,426,Bastogne,5.718,50.002,206
BE,120,Beauraing,4.956,50.11,100
BE,206,Bertrix,5.256,49.855,206
BE,206,Bievre,5.022,49.938,120
BE,144,Bois-de-Villers,4.824,50.39,100
BE,355,Braine-Alleud,4.369,50.683,144
BE,120,Braine-le-Comte,4.137,50.611,100
BE,206,Brasschaat,4.486,51.288,100
BE,172,Bree,5.597,51.142,100
BE,1058,Bruxelles/Brussel,4.352,50.847,1058
BE,120,Casteau,4.015,50.513,100
BE,206,Cerfontaine,4.413,50.17,144
BE,206,Champlon,5.503,50.107,100
BE,247,Couvin,4.492,50.056,100
BE,144,Diest,5.05,50.985,144
BE,247,Eeklo,3.566,51.185,120
BE,144,Eghezee,4.906,50.592,100
BE,206,Eke,3.642,50.956,100
BE,144,Elsenborn,6.22,50.458,100
BE,120,Evergem,3.708,51.111,100
BE,120,Florenville,5.31,49.701,100
BE,172,Fraire,4.508,50.261,120
BE,426,Genk,5.495,50.965,100
BE,120,Habay-la-Neuve,5.654,49.732,100
BE,144,Habergy,5.759,49.614,100
BE,144,Hamois,5.15,50.343,120
BE,120,Harre,5.659,50.351,100
BE,172,Heist-op-den-Berg,4.728,51.076,120
BE,247,Herentals,4.841,51.178,120
BE,206,Houffalize,5.79,50.13,100
BE,144,Houthalen,5.378,51.031,100
BE,144,Houyet,5.007,50.187,100
BE,355,Huy,5.241,50.518,172
BE,144,Jemeppe,4.668,50.466,100
BE,206,Kalmthout,4.477,51.383,120
BE,247,Leopoldsburg,5.263,51.12,144
BE,172,Lessines,3.829,50.712,120
BE,144,Leuze,3.621,50.601,100
BE,120,Libramont,5.377,49.915,100
BE,172,Linden,4.768,50.896,100
BE,144,Lorce,5.735,50.417,100
BE,172,Maaseik,5.792,51.095,100
BE,172,Maffe,5.312,50.354,100
BE,247,Mechelen,4.481,51.028,144
BE,144,Mellet,4.476,50.504,100
BE,144,Mol,5.121,51.187,120
BE,144,Nederbrakel,3.764,50.804,100
BE,144,Neufchateau,5.435,49.84,100
BE,172,Nieuwpoort,2.751,51.129,100
BE,120,Ohey,5.121,50.436,100
BE,247,Ouffet,5.467,50.438,120
BE,144,Oupeye,5.651,50.707,100
BE,172,Overijse,4.537,50.773,100
BE,120,Pervijze,2.795,51.073,100
BE,247,Poperinge,2.728,50.855,144
BE,144,Poppel,5.039,51.446,100
BE,144,Rance,4.269,50.144,100
BE,144,Resteigne,5.177,50.083,100
BE,172,Rotheux-Rimiere,5.481,50.536,100
BE,172,Saint-Hubert,5.374,50.025,144
BE,144,Sint-Niklaas,4.139,51.165,144
BE,296,Sint-Truiden,5.186,50.816,100
BE,172,Spa,5.867,50.493,100
BE,120,Teuven,5.875,50.752,100
BE,206,Tienen,4.938,50.807,206
BE,144,Tongeren,5.464,50.781,120
BE,247,Torhout,3.102,51.065,100
BE,120,Tubize,4.205,50.693,120
BE,247,Vielsalm,5.917,50.285,120
BE,247,Virton,5.531,49.567,144
BE,206,Waremme,5.257,50.698,144
BE,144,Wetteren,3.886,51.006,100
BE,120,Wingene,3.277,51.058,100
BE,120,Zaffelare,3.862,51.133,100
BE,206,Lommel,5.304,51.23,172
BE,144,Lozen,5.556,51.208,100
BE,247,Gailly,3.994,50.584,100
BE,120,Louvain-la-Neuve,4.612,50.669,120
BE,426,Malmedy,6.027,50.426,144
BE,247,Ronse,3.601,50.748,120
BE,144,Saint-Vith,6.126,50.281,120
PL,296,Wolsztyn,16.119,52.114,120
PL,206,Pniewy,16.261,52.508,144
PL,355,Swiebodzin,15.531,52.247,247
PL,355,Gora,16.547,51.667,120
PL,144,Grodzisk Wielkopolski,16.364,52.227,120
PL,144,Opalenica,16.405,52.31,100
PL,120,Kozuchow,15.593,51.745,100
PL,355,Leszno,16.569,51.841,247
PL,296,Nowy Tomysl,16.129,52.304,247
PL,355,Szamotuly,16.584,52.613,172
PL,172,Wschowa,16.319,51.802,120
PL,511,Glogow,16.075,51.649,206
PL,247,Nowa Sol,15.711,51.802,120
PL,172,Przemkow,15.793,51.526,100
PL,426,Miedzyrzecz,15.587,52.435,144
PL,247,Skwierzyna,15.495,52.594,120
PL,1058,Zielona Gora,15.503,51.936,613
